IDSUCURSAL;NITPROVEEDOR;FECHAEXP;FECHAEST;FECHAENTEGA;ESTADO
33;10000033;21/04/2017;26/04/2017;;Espera
34;10000034;22/04/2017;27/04/2017;26/04/2017;Entregado
35;10000035;23/04/2017;28/04/2017;;Espera
36;10000036;24/04/2017;29/04/2017;;Espera
37;10000037;25/04/2017;30/04/2017;;Espera
38;10000038;26/04/2017;1/05/2017;;Espera
39;10000039;27/04/2017;2/05/2017;;Espera
40;10000040;28/04/2017;3/05/2017;2/05/2017;Entregado
41;10000041;29/04/2017;4/05/2017;;Espera
42;10000042;30/04/2017;5/05/2017;;Espera
43;10000043;1/05/2017;6/05/2017;;Espera
44;10000044;2/05/2017;7/05/2017;6/05/2017;Entregado
45;10000045;3/05/2017;8/05/2017;7/05/2017;Entregado
46;10000046;4/05/2017;9/05/2017;;Espera
47;10000047;5/05/2017;10/05/2017;;Espera
48;10000048;6/05/2017;11/05/2017;10/05/2017;Entregado
49;10000049;7/05/2017;12/05/2017;;Espera
50;10000050;8/05/2017;13/05/2017;12/05/2017;Entregado
51;10000051;9/05/2017;14/05/2017;;Espera
52;10000052;10/05/2017;15/05/2017;14/05/2017;Entregado
53;10000053;11/05/2017;16/05/2017;15/05/2017;Entregado
54;10000054;12/05/2017;17/05/2017;;Espera
55;10000055;13/05/2017;18/05/2017;17/05/2017;Entregado
56;10000056;14/05/2017;19/05/2017;18/05/2017;Entregado
57;10000057;15/05/2017;20/05/2017;;Espera
58;10000058;16/05/2017;21/05/2017;20/05/2017;Entregado
59;10000059;17/05/2017;22/05/2017;;Espera
60;10000060;18/05/2017;23/05/2017;22/05/2017;Entregado
61;10000061;19/05/2017;24/05/2017;23/05/2017;Entregado
62;10000062;20/05/2017;25/05/2017;;Espera
63;10000063;21/05/2017;26/05/2017;;Espera
64;10000064;22/05/2017;27/05/2017;26/05/2017;Entregado
65;10000065;23/05/2017;28/05/2017;;Espera
66;10000066;24/05/2017;29/05/2017;;Espera
67;10000067;25/05/2017;30/05/2017;29/05/2017;Entregado
68;10000068;26/05/2017;31/05/2017;;Espera
69;10000069;27/05/2017;1/06/2017;;Espera
70;10000070;28/05/2017;2/06/2017;1/06/2017;Entregado
71;10000071;29/05/2017;3/06/2017;2/06/2017;Entregado
72;10000072;30/05/2017;4/06/2017;;Espera
73;10000073;31/05/2017;5/06/2017;;Espera
74;10000074;1/06/2017;6/06/2017;;Espera
75;10000075;2/06/2017;7/06/2017;;Espera
76;10000076;3/06/2017;8/06/2017;7/06/2017;Entregado
77;10000077;4/06/2017;9/06/2017;8/06/2017;Entregado
78;10000078;5/06/2017;10/06/2017;9/06/2017;Entregado
79;10000079;6/06/2017;11/06/2017;10/06/2017;Entregado
80;10000080;7/06/2017;12/06/2017;11/06/2017;Entregado
81;10000081;8/06/2017;13/06/2017;12/06/2017;Entregado
82;10000082;9/06/2017;14/06/2017;13/06/2017;Entregado
83;10000083;10/06/2017;15/06/2017;;Espera
84;10000084;11/06/2017;16/06/2017;;Espera
85;10000085;12/06/2017;17/06/2017;;Espera
86;10000086;13/06/2017;18/06/2017;17/06/2017;Entregado
87;10000087;14/06/2017;19/06/2017;18/06/2017;Entregado
88;10000088;15/06/2017;20/06/2017;;Espera
89;10000089;16/06/2017;21/06/2017;20/06/2017;Entregado
90;10000090;17/06/2017;22/06/2017;21/06/2017;Entregado
91;10000091;18/06/2017;23/06/2017;22/06/2017;Entregado
92;10000092;19/06/2017;24/06/2017;;Espera
93;10000093;20/06/2017;25/06/2017;24/06/2017;Entregado
94;10000094;21/06/2017;26/06/2017;;Espera
95;10000095;22/06/2017;27/06/2017;;Espera
96;10000096;23/06/2017;28/06/2017;27/06/2017;Entregado
97;10000097;24/06/2017;29/06/2017;;Espera
98;10000098;25/06/2017;30/06/2017;29/06/2017;Entregado
99;10000099;26/06/2017;1/07/2017;30/06/2017;Entregado
100;10000100;27/06/2017;2/07/2017;1/07/2017;Entregado
101;10000101;28/06/2017;3/07/2017;;Espera
102;10000102;29/06/2017;4/07/2017;3/07/2017;Entregado
103;10000103;30/06/2017;5/07/2017;4/07/2017;Entregado
104;10000104;1/07/2017;6/07/2017;5/07/2017;Entregado
105;10000105;2/07/2017;7/07/2017;;Espera
106;10000106;3/07/2017;8/07/2017;;Espera
107;10000107;4/07/2017;9/07/2017;;Espera
108;10000108;5/07/2017;10/07/2017;9/07/2017;Entregado
109;10000109;6/07/2017;11/07/2017;;Espera
110;10000110;7/07/2017;12/07/2017;11/07/2017;Entregado
111;10000111;8/07/2017;13/07/2017;;Espera
112;10000112;9/07/2017;14/07/2017;13/07/2017;Entregado
113;10000113;10/07/2017;15/07/2017;;Espera
114;10000114;11/07/2017;16/07/2017;;Espera
115;10000115;12/07/2017;17/07/2017;;Espera
116;10000116;13/07/2017;18/07/2017;;Espera
117;10000117;14/07/2017;19/07/2017;18/07/2017;Entregado
118;10000118;15/07/2017;20/07/2017;;Espera
119;10000119;16/07/2017;21/07/2017;;Espera
120;10000120;17/07/2017;22/07/2017;21/07/2017;Entregado
121;10000121;18/07/2017;23/07/2017;22/07/2017;Entregado
122;10000122;19/07/2017;24/07/2017;23/07/2017;Entregado
123;10000123;20/07/2017;25/07/2017;;Espera
124;10000124;21/07/2017;26/07/2017;25/07/2017;Entregado
125;10000125;22/07/2017;27/07/2017;;Espera
126;10000126;23/07/2017;28/07/2017;;Espera
127;10000127;24/07/2017;29/07/2017;28/07/2017;Entregado
128;10000128;25/07/2017;30/07/2017;;Espera
129;10000129;26/07/2017;31/07/2017;30/07/2017;Entregado
130;10000130;27/07/2017;1/08/2017;31/07/2017;Entregado
131;10000131;28/07/2017;2/08/2017;;Espera
132;10000132;29/07/2017;3/08/2017;2/08/2017;Entregado
133;10000133;30/07/2017;4/08/2017;;Espera
134;10000134;31/07/2017;5/08/2017;;Espera
135;10000135;1/08/2017;6/08/2017;5/08/2017;Entregado
136;10000136;2/08/2017;7/08/2017;6/08/2017;Entregado
137;10000137;3/08/2017;8/08/2017;;Espera
138;10000138;4/08/2017;9/08/2017;;Espera
139;10000139;5/08/2017;10/08/2017;;Espera
140;10000140;6/08/2017;11/08/2017;;Espera
141;10000141;7/08/2017;12/08/2017;11/08/2017;Entregado
142;10000142;8/08/2017;13/08/2017;12/08/2017;Entregado
143;10000143;9/08/2017;14/08/2017;13/08/2017;Entregado
144;10000144;10/08/2017;15/08/2017;;Espera
145;10000145;11/08/2017;16/08/2017;15/08/2017;Entregado
146;10000146;12/08/2017;17/08/2017;16/08/2017;Entregado
147;10000147;13/08/2017;18/08/2017;17/08/2017;Entregado
148;10000148;14/08/2017;19/08/2017;;Espera
149;10000149;15/08/2017;20/08/2017;19/08/2017;Entregado
150;10000150;16/08/2017;21/08/2017;;Espera
1;10000151;17/08/2017;22/08/2017;21/08/2017;Entregado
2;10000152;18/08/2017;23/08/2017;;Espera
3;10000153;19/08/2017;24/08/2017;;Espera
4;10000154;20/08/2017;25/08/2017;;Espera
5;10000155;21/08/2017;26/08/2017;;Espera
6;10000156;22/08/2017;27/08/2017;26/08/2017;Entregado
7;10000157;23/08/2017;28/08/2017;;Espera
8;10000158;24/08/2017;29/08/2017;;Espera
9;10000159;25/08/2017;30/08/2017;29/08/2017;Entregado
10;10000160;26/08/2017;31/08/2017;30/08/2017;Entregado
11;10000161;27/08/2017;1/09/2017;;Espera
12;10000162;28/08/2017;2/09/2017;1/09/2017;Entregado
13;10000163;29/08/2017;3/09/2017;2/09/2017;Entregado
14;10000164;30/08/2017;4/09/2017;;Espera
15;10000165;31/08/2017;5/09/2017;4/09/2017;Entregado
16;10000166;1/09/2017;6/09/2017;;Espera
17;10000167;2/09/2017;7/09/2017;;Espera
18;10000168;3/09/2017;8/09/2017;7/09/2017;Entregado
19;10000169;4/09/2017;9/09/2017;8/09/2017;Entregado
20;10000170;5/09/2017;10/09/2017;9/09/2017;Entregado
21;10000171;6/09/2017;11/09/2017;;Espera
22;10000172;7/09/2017;12/09/2017;11/09/2017;Entregado
23;10000173;8/09/2017;13/09/2017;;Espera
24;10000174;9/09/2017;14/09/2017;;Espera
25;10000175;10/09/2017;15/09/2017;;Espera
26;10000176;11/09/2017;16/09/2017;15/09/2017;Entregado
27;10000177;12/09/2017;17/09/2017;16/09/2017;Entregado
28;10000178;13/09/2017;18/09/2017;;Espera
29;10000179;14/09/2017;19/09/2017;;Espera
30;10000180;15/09/2017;20/09/2017;;Espera
31;10000181;16/09/2017;21/09/2017;;Espera
32;10000182;17/09/2017;22/09/2017;21/09/2017;Entregado
33;10000183;18/09/2017;23/09/2017;;Espera
34;10000184;19/09/2017;24/09/2017;;Espera
35;10000185;20/09/2017;25/09/2017;24/09/2017;Entregado
36;10000186;21/09/2017;26/09/2017;25/09/2017;Entregado
37;10000187;22/09/2017;27/09/2017;;Espera
38;10000188;23/09/2017;28/09/2017;27/09/2017;Entregado
39;10000189;24/09/2017;29/09/2017;;Espera
40;10000190;25/09/2017;30/09/2017;29/09/2017;Entregado
41;10000191;26/09/2017;1/10/2017;30/09/2017;Entregado
42;10000192;27/09/2017;2/10/2017;;Espera
43;10000193;28/09/2017;3/10/2017;2/10/2017;Entregado
44;10000194;29/09/2017;4/10/2017;3/10/2017;Entregado
45;10000195;30/09/2017;5/10/2017;4/10/2017;Entregado
46;10000196;1/10/2017;6/10/2017;5/10/2017;Entregado
47;10000197;2/10/2017;7/10/2017;;Espera
48;10000198;3/10/2017;8/10/2017;7/10/2017;Entregado
49;10000199;4/10/2017;9/10/2017;;Espera
50;10000200;5/10/2017;10/10/2017;;Espera
51;10000201;6/10/2017;11/10/2017;10/10/2017;Entregado
52;10000202;7/10/2017;12/10/2017;;Espera
53;10000203;8/10/2017;13/10/2017;;Espera
54;10000204;9/10/2017;14/10/2017;;Espera
55;10000205;10/10/2017;15/10/2017;;Espera
56;10000206;11/10/2017;16/10/2017;;Espera
57;10000207;12/10/2017;17/10/2017;16/10/2017;Entregado
58;10000208;13/10/2017;18/10/2017;17/10/2017;Entregado
59;10000209;14/10/2017;19/10/2017;18/10/2017;Entregado
60;10000210;15/10/2017;20/10/2017;;Espera
61;10000211;16/10/2017;21/10/2017;20/10/2017;Entregado
62;10000212;17/10/2017;22/10/2017;;Espera
63;10000213;18/10/2017;23/10/2017;22/10/2017;Entregado
64;10000214;19/10/2017;24/10/2017;23/10/2017;Entregado
65;10000215;20/10/2017;25/10/2017;24/10/2017;Entregado
66;10000216;21/10/2017;26/10/2017;;Espera
67;10000217;22/10/2017;27/10/2017;26/10/2017;Entregado
68;10000218;23/10/2017;28/10/2017;;Espera
69;10000219;24/10/2017;29/10/2017;;Espera
70;10000220;25/10/2017;30/10/2017;29/10/2017;Entregado
71;10000221;26/10/2017;31/10/2017;;Espera
72;10000222;27/10/2017;1/11/2017;;Espera
73;10000223;28/10/2017;2/11/2017;;Espera
74;10000224;29/10/2017;3/11/2017;2/11/2017;Entregado
75;10000225;30/10/2017;4/11/2017;;Espera
76;10000226;31/10/2017;5/11/2017;;Espera
77;10000227;1/11/2017;6/11/2017;;Espera
78;10000228;2/11/2017;7/11/2017;6/11/2017;Entregado
79;10000229;3/11/2017;8/11/2017;7/11/2017;Entregado
80;10000230;4/11/2017;9/11/2017;;Espera
81;10000231;5/11/2017;10/11/2017;9/11/2017;Entregado
82;10000232;6/11/2017;11/11/2017;10/11/2017;Entregado
83;10000233;7/11/2017;12/11/2017;;Espera
84;10000234;8/11/2017;13/11/2017;;Espera
85;10000235;9/11/2017;14/11/2017;;Espera
86;10000236;10/11/2017;15/11/2017;14/11/2017;Entregado
87;10000237;11/11/2017;16/11/2017;15/11/2017;Entregado
88;10000238;12/11/2017;17/11/2017;;Espera
89;10000239;13/11/2017;18/11/2017;;Espera
90;10000240;14/11/2017;19/11/2017;18/11/2017;Entregado
91;10000241;15/11/2017;20/11/2017;;Espera
92;10000242;16/11/2017;21/11/2017;;Espera
93;10000243;17/11/2017;22/11/2017;21/11/2017;Entregado
94;10000244;18/11/2017;23/11/2017;;Espera
95;10000245;19/11/2017;24/11/2017;23/11/2017;Entregado
96;10000246;20/11/2017;25/11/2017;;Espera
97;10000247;21/11/2017;26/11/2017;25/11/2017;Entregado
98;10000248;22/11/2017;27/11/2017;;Espera
99;10000249;23/11/2017;28/11/2017;27/11/2017;Entregado
100;10000250;24/11/2017;29/11/2017;;Espera
101;10000251;25/11/2017;30/11/2017;29/11/2017;Entregado
102;10000252;26/11/2017;1/12/2017;30/11/2017;Entregado
103;10000253;27/11/2017;2/12/2017;;Espera
104;10000254;28/11/2017;3/12/2017;;Espera
105;10000255;29/11/2017;4/12/2017;;Espera
106;10000256;30/11/2017;5/12/2017;;Espera
107;10000257;1/12/2017;6/12/2017;;Espera
108;10000258;2/12/2017;7/12/2017;6/12/2017;Entregado
109;10000259;3/12/2017;8/12/2017;7/12/2017;Entregado
110;10000260;4/12/2017;9/12/2017;8/12/2017;Entregado
111;10000261;5/12/2017;10/12/2017;;Espera
112;10000262;6/12/2017;11/12/2017;;Espera
113;10000263;7/12/2017;12/12/2017;;Espera
114;10000264;8/12/2017;13/12/2017;12/12/2017;Entregado
115;10000265;9/12/2017;14/12/2017;;Espera
116;10000266;10/12/2017;15/12/2017;;Espera
117;10000267;11/12/2017;16/12/2017;15/12/2017;Entregado
118;10000268;12/12/2017;17/12/2017;16/12/2017;Entregado
119;10000269;13/12/2017;18/12/2017;;Espera
120;10000270;14/12/2017;19/12/2017;;Espera
121;10000271;15/12/2017;20/12/2017;19/12/2017;Entregado
122;10000272;16/12/2017;21/12/2017;;Espera
123;10000273;17/12/2017;22/12/2017;;Espera
124;10000274;18/12/2017;23/12/2017;;Espera
125;10000275;19/12/2017;24/12/2017;;Espera
126;10000276;20/12/2017;25/12/2017;;Espera
127;10000277;21/12/2017;26/12/2017;25/12/2017;Entregado
128;10000278;22/12/2017;27/12/2017;;Espera
129;10000279;23/12/2017;28/12/2017;27/12/2017;Entregado
130;10000280;24/12/2017;29/12/2017;28/12/2017;Entregado
131;10000281;25/12/2017;30/12/2017;;Espera
132;10000282;26/12/2017;31/12/2017;30/12/2017;Entregado
133;10000283;27/12/2017;1/01/2018;;Espera
134;10000284;28/12/2017;2/01/2018;1/01/2018;Entregado
135;10000285;29/12/2017;3/01/2018;2/01/2018;Entregado
136;10000286;30/12/2017;4/01/2018;;Espera
137;10000287;31/12/2017;5/01/2018;;Espera
138;10000288;1/01/2018;6/01/2018;;Espera
139;10000289;2/01/2018;7/01/2018;6/01/2018;Entregado
140;10000290;3/01/2018;8/01/2018;;Espera
141;10000291;4/01/2018;9/01/2018;8/01/2018;Entregado
142;10000292;5/01/2018;10/01/2018;;Espera
143;10000293;6/01/2018;11/01/2018;10/01/2018;Entregado
144;10000294;7/01/2018;12/01/2018;11/01/2018;Entregado
145;10000295;8/01/2018;13/01/2018;;Espera
146;10000296;9/01/2018;14/01/2018;;Espera
147;10000297;10/01/2018;15/01/2018;;Espera
148;10000298;11/01/2018;16/01/2018;15/01/2018;Entregado
149;10000299;12/01/2018;17/01/2018;;Espera
150;10000300;13/01/2018;18/01/2018;;Espera
1;10000001;14/01/2018;19/01/2018;;Espera
2;10000002;15/01/2018;20/01/2018;;Espera
3;10000003;16/01/2018;21/01/2018;20/01/2018;Entregado
4;10000004;17/01/2018;22/01/2018;21/01/2018;Entregado
5;10000005;18/01/2018;23/01/2018;22/01/2018;Entregado
6;10000006;19/01/2018;24/01/2018;;Espera
7;10000007;20/01/2018;25/01/2018;24/01/2018;Entregado
8;10000008;21/01/2018;26/01/2018;;Espera
9;10000009;22/01/2018;27/01/2018;;Espera
10;10000010;23/01/2018;28/01/2018;;Espera
11;10000011;24/01/2018;29/01/2018;28/01/2018;Entregado
12;10000012;25/01/2018;30/01/2018;29/01/2018;Entregado
13;10000013;26/01/2018;31/01/2018;30/01/2018;Entregado
14;10000014;27/01/2018;1/02/2018;;Espera
15;10000015;28/01/2018;2/02/2018;1/02/2018;Entregado
16;10000016;29/01/2018;3/02/2018;;Espera
17;10000017;30/01/2018;4/02/2018;;Espera
18;10000018;31/01/2018;5/02/2018;;Espera
19;10000019;1/02/2018;6/02/2018;5/02/2018;Entregado
20;10000020;2/02/2018;7/02/2018;;Espera
21;10000021;3/02/2018;8/02/2018;;Espera
22;10000022;4/02/2018;9/02/2018;8/02/2018;Entregado
23;10000023;5/02/2018;10/02/2018;9/02/2018;Entregado
24;10000024;6/02/2018;11/02/2018;10/02/2018;Entregado
25;10000025;7/02/2018;12/02/2018;11/02/2018;Entregado
26;10000026;8/02/2018;13/02/2018;12/02/2018;Entregado
27;10000027;9/02/2018;14/02/2018;13/02/2018;Entregado
28;10000028;10/02/2018;15/02/2018;14/02/2018;Entregado
29;10000029;11/02/2018;16/02/2018;15/02/2018;Entregado
30;10000030;12/02/2018;17/02/2018;16/02/2018;Entregado
31;10000031;13/02/2018;18/02/2018;17/02/2018;Entregado
32;10000032;14/02/2018;19/02/2018;18/02/2018;Entregado
33;10000033;15/02/2018;20/02/2018;19/02/2018;Entregado
34;10000034;16/02/2018;21/02/2018;20/02/2018;Entregado
35;10000035;17/02/2018;22/02/2018;;Espera
36;10000036;18/02/2018;23/02/2018;;Espera
37;10000037;19/02/2018;24/02/2018;23/02/2018;Entregado
38;10000038;20/02/2018;25/02/2018;24/02/2018;Entregado
39;10000039;21/02/2018;26/02/2018;25/02/2018;Entregado
40;10000040;22/02/2018;27/02/2018;26/02/2018;Entregado
41;10000041;23/02/2018;28/02/2018;27/02/2018;Entregado
42;10000042;24/02/2018;1/03/2018;28/02/2018;Entregado
43;10000043;25/02/2018;2/03/2018;;Espera
44;10000044;26/02/2018;3/03/2018;;Espera
45;10000045;27/02/2018;4/03/2018;3/03/2018;Entregado
46;10000046;28/02/2018;5/03/2018;4/03/2018;Entregado
47;10000047;1/03/2018;6/03/2018;5/03/2018;Entregado
48;10000048;2/03/2018;7/03/2018;6/03/2018;Entregado
49;10000049;3/03/2018;8/03/2018;7/03/2018;Entregado
50;10000050;4/03/2018;9/03/2018;;Espera
51;10000051;5/03/2018;10/03/2018;;Espera
52;10000052;6/03/2018;11/03/2018;;Espera
53;10000053;7/03/2018;12/03/2018;;Espera
54;10000054;8/03/2018;13/03/2018;;Espera
55;10000055;9/03/2018;14/03/2018;13/03/2018;Entregado
56;10000056;10/03/2018;15/03/2018;;Espera
57;10000057;11/03/2018;16/03/2018;15/03/2018;Entregado
58;10000058;12/03/2018;17/03/2018;16/03/2018;Entregado
59;10000059;13/03/2018;18/03/2018;;Espera
60;10000060;14/03/2018;19/03/2018;;Espera
61;10000061;15/03/2018;20/03/2018;19/03/2018;Entregado
62;10000062;16/03/2018;21/03/2018;;Espera
63;10000063;17/03/2018;22/03/2018;21/03/2018;Entregado
64;10000064;18/03/2018;23/03/2018;22/03/2018;Entregado
65;10000065;19/03/2018;24/03/2018;23/03/2018;Entregado
66;10000066;20/03/2018;25/03/2018;;Espera
67;10000067;21/03/2018;26/03/2018;25/03/2018;Entregado
68;10000068;22/03/2018;27/03/2018;26/03/2018;Entregado
69;10000069;23/03/2018;28/03/2018;27/03/2018;Entregado
70;10000070;24/03/2018;29/03/2018;;Espera
71;10000071;25/03/2018;30/03/2018;;Espera
72;10000072;26/03/2018;31/03/2018;30/03/2018;Entregado
73;10000073;27/03/2018;1/04/2018;;Espera
74;10000074;28/03/2018;2/04/2018;1/04/2018;Entregado
75;10000075;29/03/2018;3/04/2018;2/04/2018;Entregado
76;10000076;30/03/2018;4/04/2018;;Espera
77;10000077;31/03/2018;5/04/2018;4/04/2018;Entregado
78;10000078;1/04/2018;6/04/2018;;Espera
79;10000079;2/04/2018;7/04/2018;6/04/2018;Entregado
80;10000080;3/04/2018;8/04/2018;;Espera
81;10000081;4/04/2018;9/04/2018;;Espera
82;10000082;5/04/2018;10/04/2018;;Espera
83;10000083;6/04/2018;11/04/2018;;Espera
84;10000084;7/04/2018;12/04/2018;;Espera
85;10000085;8/04/2018;13/04/2018;;Espera
86;10000086;9/04/2018;14/04/2018;13/04/2018;Entregado
87;10000087;10/04/2018;15/04/2018;;Espera
88;10000088;11/04/2018;16/04/2018;15/04/2018;Entregado
89;10000089;12/04/2018;17/04/2018;16/04/2018;Entregado
90;10000090;13/04/2018;18/04/2018;17/04/2018;Entregado
91;10000091;14/04/2018;19/04/2018;18/04/2018;Entregado
92;10000092;15/04/2018;20/04/2018;;Espera
93;10000093;16/04/2018;21/04/2018;20/04/2018;Entregado
94;10000094;17/04/2018;22/04/2018;;Espera
95;10000095;18/04/2018;23/04/2018;22/04/2018;Entregado
96;10000096;19/04/2018;24/04/2018;;Espera
97;10000097;20/04/2018;25/04/2018;;Espera
98;10000098;21/04/2018;26/04/2018;25/04/2018;Entregado
99;10000099;22/04/2018;27/04/2018;26/04/2018;Entregado
100;10000100;23/04/2018;28/04/2018;27/04/2018;Entregado
101;10000101;24/04/2018;29/04/2018;28/04/2018;Entregado
102;10000102;25/04/2018;30/04/2018;29/04/2018;Entregado
103;10000103;26/04/2018;1/05/2018;;Espera
104;10000104;27/04/2018;2/05/2018;1/05/2018;Entregado
105;10000105;28/04/2018;3/05/2018;2/05/2018;Entregado
106;10000106;29/04/2018;4/05/2018;3/05/2018;Entregado
107;10000107;30/04/2018;5/05/2018;4/05/2018;Entregado
108;10000108;1/05/2018;6/05/2018;;Espera
109;10000109;2/05/2018;7/05/2018;6/05/2018;Entregado
110;10000110;3/05/2018;8/05/2018;;Espera
111;10000111;4/05/2018;9/05/2018;;Espera
112;10000112;5/05/2018;10/05/2018;;Espera
113;10000113;6/05/2018;11/05/2018;10/05/2018;Entregado
114;10000114;7/05/2018;12/05/2018;;Espera
115;10000115;8/05/2018;13/05/2018;;Espera
116;10000116;9/05/2018;14/05/2018;13/05/2018;Entregado
117;10000117;10/05/2018;15/05/2018;14/05/2018;Entregado
118;10000118;11/05/2018;16/05/2018;;Espera
119;10000119;12/05/2018;17/05/2018;;Espera
120;10000120;13/05/2018;18/05/2018;;Espera
121;10000121;14/05/2018;19/05/2018;18/05/2018;Entregado
122;10000122;15/05/2018;20/05/2018;;Espera
123;10000123;16/05/2018;21/05/2018;;Espera
124;10000124;17/05/2018;22/05/2018;21/05/2018;Entregado
125;10000125;18/05/2018;23/05/2018;22/05/2018;Entregado
126;10000126;19/05/2018;24/05/2018;23/05/2018;Entregado
127;10000127;20/05/2018;25/05/2018;;Espera
128;10000128;21/05/2018;26/05/2018;25/05/2018;Entregado
129;10000129;22/05/2018;27/05/2018;;Espera
130;10000130;23/05/2018;28/05/2018;27/05/2018;Entregado
131;10000131;24/05/2018;29/05/2018;;Espera
132;10000132;25/05/2018;30/05/2018;29/05/2018;Entregado
133;10000133;26/05/2018;31/05/2018;30/05/2018;Entregado
134;10000134;27/05/2018;1/06/2018;;Espera
135;10000135;28/05/2018;2/06/2018;1/06/2018;Entregado
136;10000136;29/05/2018;3/06/2018;2/06/2018;Entregado
137;10000137;30/05/2018;4/06/2018;3/06/2018;Entregado
138;10000138;31/05/2018;5/06/2018;4/06/2018;Entregado
139;10000139;1/06/2018;6/06/2018;5/06/2018;Entregado
140;10000140;2/06/2018;7/06/2018;;Espera
141;10000141;3/06/2018;8/06/2018;;Espera
142;10000142;4/06/2018;9/06/2018;8/06/2018;Entregado
143;10000143;5/06/2018;10/06/2018;9/06/2018;Entregado
144;10000144;6/06/2018;11/06/2018;;Espera
145;10000145;7/06/2018;12/06/2018;;Espera
146;10000146;8/06/2018;13/06/2018;;Espera
147;10000147;9/06/2018;14/06/2018;;Espera
148;10000148;10/06/2018;15/06/2018;14/06/2018;Entregado
149;10000149;11/06/2018;16/06/2018;;Espera
150;10000150;12/06/2018;17/06/2018;;Espera
1;10000151;13/06/2018;18/06/2018;17/06/2018;Entregado
2;10000152;14/06/2018;19/06/2018;18/06/2018;Entregado
3;10000153;15/06/2018;20/06/2018;;Espera
4;10000154;16/06/2018;21/06/2018;;Espera
5;10000155;17/06/2018;22/06/2018;21/06/2018;Entregado
6;10000156;18/06/2018;23/06/2018;22/06/2018;Entregado
7;10000157;19/06/2018;24/06/2018;;Espera
8;10000158;20/06/2018;25/06/2018;;Espera
9;10000159;21/06/2018;26/06/2018;25/06/2018;Entregado
10;10000160;22/06/2018;27/06/2018;;Espera
11;10000161;23/06/2018;28/06/2018;;Espera
12;10000162;24/06/2018;29/06/2018;28/06/2018;Entregado
13;10000163;25/06/2018;30/06/2018;;Espera
14;10000164;26/06/2018;1/07/2018;30/06/2018;Entregado
15;10000165;27/06/2018;2/07/2018;;Espera
16;10000166;28/06/2018;3/07/2018;2/07/2018;Entregado
17;10000167;29/06/2018;4/07/2018;;Espera
18;10000168;30/06/2018;5/07/2018;4/07/2018;Entregado
19;10000169;1/07/2018;6/07/2018;5/07/2018;Entregado
20;10000170;2/07/2018;7/07/2018;6/07/2018;Entregado
21;10000171;3/07/2018;8/07/2018;7/07/2018;Entregado
22;10000172;4/07/2018;9/07/2018;8/07/2018;Entregado
23;10000173;5/07/2018;10/07/2018;;Espera
24;10000174;6/07/2018;11/07/2018;10/07/2018;Entregado
25;10000175;7/07/2018;12/07/2018;11/07/2018;Entregado
26;10000176;8/07/2018;13/07/2018;;Espera
27;10000177;9/07/2018;14/07/2018;13/07/2018;Entregado
28;10000178;10/07/2018;15/07/2018;14/07/2018;Entregado
29;10000179;11/07/2018;16/07/2018;15/07/2018;Entregado
30;10000180;12/07/2018;17/07/2018;16/07/2018;Entregado
31;10000181;13/07/2018;18/07/2018;17/07/2018;Entregado
32;10000182;14/07/2018;19/07/2018;18/07/2018;Entregado
33;10000183;15/07/2018;20/07/2018;;Espera
34;10000184;16/07/2018;21/07/2018;;Espera
35;10000185;17/07/2018;22/07/2018;;Espera
36;10000186;18/07/2018;23/07/2018;;Espera
37;10000187;19/07/2018;24/07/2018;;Espera
38;10000188;20/07/2018;25/07/2018;;Espera
39;10000189;21/07/2018;26/07/2018;25/07/2018;Entregado
40;10000190;22/07/2018;27/07/2018;;Espera
41;10000191;23/07/2018;28/07/2018;27/07/2018;Entregado
42;10000192;24/07/2018;29/07/2018;;Espera
43;10000193;25/07/2018;30/07/2018;;Espera
44;10000194;26/07/2018;31/07/2018;;Espera
45;10000195;27/07/2018;1/08/2018;31/07/2018;Entregado
46;10000196;28/07/2018;2/08/2018;1/08/2018;Entregado
47;10000197;29/07/2018;3/08/2018;2/08/2018;Entregado
48;10000198;30/07/2018;4/08/2018;;Espera
49;10000199;31/07/2018;5/08/2018;4/08/2018;Entregado
50;10000200;1/08/2018;6/08/2018;5/08/2018;Entregado
51;10000201;2/08/2018;7/08/2018;;Espera
52;10000202;3/08/2018;8/08/2018;7/08/2018;Entregado
53;10000203;4/08/2018;9/08/2018;8/08/2018;Entregado
54;10000204;5/08/2018;10/08/2018;;Espera
55;10000205;6/08/2018;11/08/2018;;Espera
56;10000206;7/08/2018;12/08/2018;11/08/2018;Entregado
57;10000207;8/08/2018;13/08/2018;;Espera
58;10000208;9/08/2018;14/08/2018;;Espera
59;10000209;10/08/2018;15/08/2018;14/08/2018;Entregado
60;10000210;11/08/2018;16/08/2018;15/08/2018;Entregado
61;10000211;12/08/2018;17/08/2018;16/08/2018;Entregado
62;10000212;13/08/2018;18/08/2018;17/08/2018;Entregado
63;10000213;14/08/2018;19/08/2018;;Espera
64;10000214;15/08/2018;20/08/2018;;Espera
65;10000215;16/08/2018;21/08/2018;20/08/2018;Entregado
66;10000216;17/08/2018;22/08/2018;;Espera
67;10000217;18/08/2018;23/08/2018;22/08/2018;Entregado
68;10000218;19/08/2018;24/08/2018;23/08/2018;Entregado
69;10000219;20/08/2018;25/08/2018;24/08/2018;Entregado
70;10000220;21/08/2018;26/08/2018;25/08/2018;Entregado
