IDORDEN;CODIGOBARRAS;CANTIDADPRODUCTO;PRECIOTOTAL;PRECIOUNITARIO
3850;1000000004647;1;51470;51470
3850;1000000004648;13;669240;51480
3850;1000000004649;1;51490;51490
3851;1000000004650;9;463500;51500
3851;1000000004651;13;669630;51510
3851;1000000004652;11;566720;51520
3851;1000000004653;5;257650;51530
3851;1000000004654;3;154620;51540
3851;1000000004655;9;463950;51550
3851;1000000004656;14;721840;51560
3851;1000000004657;7;360990;51570
3851;1000000004658;1;51580;51580
3852;1000000004659;3;154770;51590
3852;1000000004660;9;464400;51600
3852;1000000004661;12;619320;51610
3852;1000000004662;2;103240;51620
3852;1000000004663;3;154890;51630
3852;1000000004664;5;258200;51640
3852;1000000004665;1;51650;51650
3852;1000000004666;5;258300;51660
3852;1000000004667;9;465030;51670
3853;1000000004668;2;103360;51680
3853;1000000004669;7;361830;51690
3853;1000000004670;11;568700;51700
3853;1000000004671;10;517100;51710
3853;1000000004672;5;258600;51720
3853;1000000004673;2;103460;51730
3853;1000000004674;10;517400;51740
3853;1000000004675;12;621000;51750
3853;1000000004676;13;672880;51760
3854;1000000004677;9;465930;51770
3854;1000000004678;12;621360;51780
3854;1000000004679;13;673270;51790
3854;1000000004680;14;725200;51800
3854;1000000004681;13;673530;51810
3854;1000000004682;13;673660;51820
3854;1000000004683;2;103660;51830
3854;1000000004684;4;207360;51840
3854;1000000004685;8;414800;51850
3855;1000000004686;1;51860;51860
3855;1000000004687;4;207480;51870
3855;1000000004688;12;622560;51880
3855;1000000004689;3;155670;51890
3855;1000000004690;4;207600;51900
3855;1000000004691;1;51910;51910
3855;1000000004692;13;674960;51920
3855;1000000004693;14;727020;51930
3855;1000000004694;1;51940;51940
3856;1000000004695;2;103900;51950
3856;1000000004696;8;415680;51960
3856;1000000004697;6;311820;51970
3856;1000000004698;10;519800;51980
3856;1000000004699;9;467910;51990
3856;1000000004700;7;364000;52000
3856;1000000004701;7;364070;52010
3856;1000000004702;5;260100;52020
3856;1000000004703;13;676390;52030
3857;1000000004704;9;468360;52040
3857;1000000004705;11;572550;52050
3857;1000000004706;8;416480;52060
3857;1000000004707;12;624840;52070
3857;1000000004708;12;624960;52080
3857;1000000004709;11;572990;52090
3857;1000000004710;9;468900;52100
3857;1000000004711;14;729540;52110
3857;1000000004712;4;208480;52120
3858;1000000004713;9;469170;52130
3858;1000000004714;13;677820;52140
3858;1000000004715;11;573650;52150
3858;1000000004716;12;625920;52160
3858;1000000004717;4;208680;52170
3858;1000000004718;4;208720;52180
3858;1000000004719;3;156570;52190
3858;1000000004720;8;417600;52200
3858;1000000004721;14;730940;52210
3859;1000000004722;14;731080;52220
3859;1000000004723;2;104460;52230
3859;1000000004724;12;626880;52240
3859;1000000004725;11;574750;52250
3859;1000000004726;11;574860;52260
3859;1000000004727;1;52270;52270
3859;1000000004728;12;627360;52280
3859;1000000004729;2;104580;52290
3859;1000000004730;4;209200;52300
3860;1000000004731;8;418480;52310
3860;1000000004732;6;313920;52320
3860;1000000004733;7;366310;52330
3860;1000000004734;4;209360;52340
3860;1000000004735;1;52350;52350
3860;1000000004736;10;523600;52360
3860;1000000004737;12;628440;52370
3860;1000000004738;2;104760;52380
3860;1000000004739;7;366730;52390
3861;1000000004740;9;471600;52400
3861;1000000004741;11;576510;52410
3861;1000000004742;10;524200;52420
3861;1000000004743;9;471870;52430
3861;1000000004744;9;471960;52440
3861;1000000004745;4;209800;52450
3861;1000000004746;3;157380;52460
3861;1000000004747;1;52470;52470
3861;1000000004748;5;262400;52480
3862;1000000004749;2;104980;52490
3862;1000000004750;1;52500;52500
3862;1000000004751;3;157530;52510
3862;1000000004752;8;420160;52520
3862;1000000004753;2;105060;52530
3862;1000000004754;13;683020;52540
3862;1000000004755;11;578050;52550
3862;1000000004756;3;157680;52560
3862;1000000004757;6;315420;52570
3863;1000000004758;11;578380;52580
3863;1000000004759;14;736260;52590
3863;1000000004760;14;736400;52600
3863;1000000004761;13;683930;52610
3863;1000000004762;14;736680;52620
3863;1000000004763;1;52630;52630
3863;1000000004764;3;157920;52640
3863;1000000004765;11;579150;52650
3863;1000000004766;13;684580;52660
3864;1000000004767;2;105340;52670
3864;1000000004768;4;210720;52680
3864;1000000004769;10;526900;52690
3864;1000000004770;1;52700;52700
3864;1000000004771;5;263550;52710
3864;1000000004772;3;158160;52720
3864;1000000004773;12;632760;52730
3864;1000000004774;11;580140;52740
3864;1000000004775;13;685750;52750
3865;1000000004776;12;633120;52760
3865;1000000004777;8;422160;52770
3865;1000000004778;8;422240;52780
3865;1000000004779;3;158370;52790
3865;1000000004780;13;686400;52800
3865;1000000004781;14;739340;52810
3865;1000000004782;11;581020;52820
3865;1000000004783;5;264150;52830
3865;1000000004784;8;422720;52840
3866;1000000004785;10;528500;52850
3866;1000000004786;13;687180;52860
3866;1000000004787;11;581570;52870
3866;1000000004788;12;634560;52880
3866;1000000004789;11;581790;52890
3866;1000000004790;5;264500;52900
3866;1000000004791;2;105820;52910
3866;1000000004792;2;105840;52920
3866;1000000004793;2;105860;52930
3867;1000000004794;14;741160;52940
3867;1000000004795;5;264750;52950
3867;1000000004796;7;370720;52960
3867;1000000004797;3;158910;52970
3867;1000000004798;7;370860;52980
3867;1000000004799;6;317940;52990
3867;1000000004800;11;583000;53000
3867;1000000004801;9;477090;53010
3867;1000000004802;9;477180;53020
3868;1000000004803;3;159090;53030
3868;1000000004804;9;477360;53040
3868;1000000004805;2;106100;53050
3868;1000000004806;8;424480;53060
3868;1000000004807;9;477630;53070
3868;1000000004808;12;636960;53080
3868;1000000004809;1;53090;53090
3868;1000000004810;13;690300;53100
3868;1000000004811;10;531100;53110
3869;1000000004812;4;212480;53120
3869;1000000004813;3;159390;53130
3869;1000000004814;14;743960;53140
3869;1000000004815;8;425200;53150
3869;1000000004816;6;318960;53160
3869;1000000004817;6;319020;53170
3869;1000000004818;5;265900;53180
3869;1000000004819;14;744660;53190
3869;1000000004820;13;691600;53200
3870;1000000004821;2;106420;53210
3870;1000000004822;3;159660;53220
3870;1000000004823;7;372610;53230
3870;1000000004824;1;53240;53240
3870;1000000004825;1;53250;53250
3870;1000000004826;5;266300;53260
3870;1000000004827;13;692510;53270
3870;1000000004828;13;692640;53280
3870;1000000004829;3;159870;53290
3871;1000000004830;10;533000;53300
3871;1000000004831;1;53310;53310
3871;1000000004832;11;586520;53320
3871;1000000004833;14;746620;53330
3871;1000000004834;4;213360;53340
3871;1000000004835;4;213400;53350
3871;1000000004836;8;426880;53360
3871;1000000004837;7;373590;53370
3871;1000000004838;4;213520;53380
3872;1000000004839;14;747460;53390
3872;1000000004840;13;694200;53400
3872;1000000004841;3;160230;53410
3872;1000000004842;7;373940;53420
3872;1000000004843;12;641160;53430
3872;1000000004844;7;374080;53440
3872;1000000004845;8;427600;53450
3872;1000000004846;10;534600;53460
3872;1000000004847;1;53470;53470
3873;1000000004848;6;320880;53480
3873;1000000004849;5;267450;53490
3873;1000000004850;2;107000;53500
3873;1000000004851;5;267550;53510
3873;1000000004852;4;214080;53520
3873;1000000004853;11;588830;53530
3873;1000000004854;9;481860;53540
3873;1000000004855;10;535500;53550
3873;1000000004856;2;107120;53560
3874;1000000004857;11;589270;53570
3874;1000000004858;12;642960;53580
3874;1000000004859;1;53590;53590
3874;1000000004860;5;268000;53600
3874;1000000004861;4;214440;53610
3874;1000000004862;9;482580;53620
3874;1000000004863;13;697190;53630
3874;1000000004864;13;697320;53640
3874;1000000004865;3;160950;53650
3875;1000000004866;11;590260;53660
3875;1000000004867;9;483030;53670
3875;1000000004868;5;268400;53680
3875;1000000004869;8;429520;53690
3875;1000000004870;8;429600;53700
3875;1000000004871;14;751940;53710
3875;1000000004872;13;698360;53720
3875;1000000004873;13;698490;53730
3875;1000000004874;4;214960;53740
3876;1000000004875;8;430000;53750
3876;1000000004876;9;483840;53760
3876;1000000004877;9;483930;53770
3876;1000000004878;9;484020;53780
3876;1000000004879;1;53790;53790
3876;1000000004880;8;430400;53800
3876;1000000004881;12;645720;53810
3876;1000000004882;5;269100;53820
3876;1000000004883;4;215320;53830
3877;1000000004884;8;430720;53840
3877;1000000004885;2;107700;53850
3877;1000000004886;6;323160;53860
3877;1000000004887;11;592570;53870
3877;1000000004888;10;538800;53880
3877;1000000004889;11;592790;53890
3877;1000000004890;7;377300;53900
3877;1000000004891;3;161730;53910
3877;1000000004892;11;593120;53920
3878;1000000004893;14;755020;53930
3878;1000000004894;14;755160;53940
3878;1000000004895;1;53950;53950
3878;1000000004896;2;107920;53960
3878;1000000004897;8;431760;53970
3878;1000000004898;13;701740;53980
3878;1000000004899;4;215960;53990
3878;1000000004900;10;540000;54000
3878;1000000004901;1;54010;54010
3879;1000000004902;13;702260;54020
3879;1000000004903;14;756420;54030
3879;1000000004904;3;162120;54040
3879;1000000004905;5;270250;54050
3879;1000000004906;9;486540;54060
3879;1000000004907;5;270350;54070
3879;1000000004908;10;540800;54080
3879;1000000004909;1;54090;54090
3879;1000000004910;3;162300;54100
3880;1000000004911;4;216440;54110
3880;1000000004912;7;378840;54120
3880;1000000004913;14;757820;54130
3880;1000000004914;10;541400;54140
3880;1000000004915;11;595650;54150
3880;1000000004916;9;487440;54160
3880;1000000004917;5;270850;54170
3880;1000000004918;8;433440;54180
3880;1000000004919;13;704470;54190
3881;1000000004920;7;379400;54200
3881;1000000004921;10;542100;54210
3881;1000000004922;11;596420;54220
3881;1000000004923;5;271150;54230
3881;1000000004924;7;379680;54240
3881;1000000004925;10;542500;54250
3881;1000000004926;14;759640;54260
3881;1000000004927;11;596970;54270
3881;1000000004928;5;271400;54280
3882;1000000004929;6;325740;54290
3882;1000000004930;4;217200;54300
3882;1000000004931;2;108620;54310
3882;1000000004932;8;434560;54320
3882;1000000004933;1;54330;54330
3882;1000000004934;4;217360;54340
3882;1000000004935;6;326100;54350
3882;1000000004936;12;652320;54360
3882;1000000004937;5;271850;54370
3883;1000000004938;7;380660;54380
3883;1000000004939;9;489510;54390
3883;1000000004940;3;163200;54400
3883;1000000004941;1;54410;54410
3883;1000000004942;6;326520;54420
3883;1000000004943;2;108860;54430
3883;1000000004944;14;762160;54440
3883;1000000004945;8;435600;54450
3883;1000000004946;3;163380;54460
3884;1000000004947;9;490230;54470
3884;1000000004948;6;326880;54480
3884;1000000004949;12;653880;54490
3884;1000000004950;12;654000;54500
3884;1000000004951;9;490590;54510
3884;1000000004952;7;381640;54520
3884;1000000004953;11;599830;54530
3884;1000000004954;13;709020;54540
3884;1000000004955;14;763700;54550
3885;1000000004956;8;436480;54560
3885;1000000004957;5;272850;54570
3885;1000000004958;2;109160;54580
3885;1000000004959;6;327540;54590
3885;1000000004960;10;546000;54600
3885;1000000004961;6;327660;54610
3885;1000000004962;6;327720;54620
3885;1000000004963;14;764820;54630
3885;1000000004964;2;109280;54640
3886;1000000004965;11;601150;54650
3886;1000000004966;7;382620;54660
3886;1000000004967;9;492030;54670
3886;1000000004968;8;437440;54680
3886;1000000004969;8;437520;54690
3886;1000000004970;6;328200;54700
3886;1000000004971;1;54710;54710
3886;1000000004972;9;492480;54720
3886;1000000004973;8;437840;54730
3887;1000000004974;14;766360;54740
3887;1000000004975;4;219000;54750
3887;1000000004976;3;164280;54760
3887;1000000004977;12;657240;54770
3887;1000000004978;2;109560;54780
3887;1000000004979;5;273950;54790
3887;1000000004980;5;274000;54800
3887;1000000004981;2;109620;54810
3887;1000000004982;13;712660;54820
3888;1000000004983;12;657960;54830
3888;1000000004984;12;658080;54840
3888;1000000004985;11;603350;54850
3888;1000000004986;4;219440;54860
3888;1000000004987;13;713310;54870
3888;1000000004988;9;493920;54880
3888;1000000004989;2;109780;54890
3888;1000000004990;6;329400;54900
3888;1000000004991;4;219640;54910
3889;1000000004992;2;109840;54920
3889;1000000004993;5;274650;54930
3889;1000000004994;13;714220;54940
3889;1000000004995;10;549500;54950
3889;1000000004996;11;604560;54960
3889;1000000004997;8;439760;54970
3889;1000000004998;10;549800;54980
3889;1000000004999;5;274950;54990
3889;1000000000000;5;275000;55000
3890;1000000000001;9;495090;55010
3890;1000000000002;12;660240;55020
3890;1000000000003;11;605330;55030
3890;1000000000004;10;550400;55040
3890;1000000000005;10;550500;55050
3890;1000000000006;8;440480;55060
3890;1000000000007;4;220280;55070
3890;1000000000008;7;385560;55080
3890;1000000000009;13;716170;55090
3891;1000000000010;10;551000;55100
3891;1000000000011;11;606210;55110
3891;1000000000012;14;771680;55120
3891;1000000000013;5;275650;55130
3891;1000000000014;13;716820;55140
3891;1000000000015;4;220600;55150
3891;1000000000016;5;275800;55160
3891;1000000000017;11;606870;55170
3891;1000000000018;2;110360;55180
3892;1000000000019;2;110380;55190
3892;1000000000020;12;662400;55200
3892;1000000000021;7;386470;55210
3892;1000000000022;6;331320;55220
3892;1000000000023;8;441840;55230
3892;1000000000024;13;718120;55240
3892;1000000000025;3;165750;55250
3892;1000000000026;3;165780;55260
3892;1000000000027;10;552700;55270
3893;1000000000028;13;718640;55280
3893;1000000000029;5;276450;55290
3893;1000000000030;8;442400;55300
3893;1000000000031;11;608410;55310
3893;1000000000032;13;719160;55320
3893;1000000000033;8;442640;55330
3893;1000000000034;5;276700;55340
3893;1000000000035;11;608850;55350
3893;1000000000036;9;498240;55360
3894;1000000000037;2;110740;55370
3894;1000000000038;5;276900;55380
3894;1000000000039;2;110780;55390
3894;1000000000040;5;277000;55400
3894;1000000000041;8;443280;55410
3894;1000000000042;4;221680;55420
3894;1000000000043;1;55430;55430
3894;1000000000044;8;443520;55440
3894;1000000000045;5;277250;55450
3895;1000000000046;9;499140;55460
3895;1000000000047;11;610170;55470
3895;1000000000048;12;665760;55480
3895;1000000000049;9;499410;55490
3895;1000000000050;11;610500;55500
3895;1000000000051;3;166530;55510
3895;1000000000052;11;610720;55520
3895;1000000000053;3;166590;55530
3895;1000000000054;8;444320;55540
3896;1000000000055;9;499950;55550
3896;1000000000056;10;555600;55560
3896;1000000000057;10;555700;55570
3896;1000000000058;12;666960;55580
3896;1000000000059;4;222360;55590
3896;1000000000060;6;333600;55600
3896;1000000000061;7;389270;55610
3896;1000000000062;9;500580;55620
3896;1000000000063;13;723190;55630
3897;1000000000064;2;111280;55640
3897;1000000000065;4;222600;55650
3897;1000000000066;2;111320;55660
3897;1000000000067;10;556700;55670
3897;1000000000068;13;723840;55680
3897;1000000000069;2;111380;55690
3897;1000000000070;9;501300;55700
3897;1000000000071;5;278550;55710
3897;1000000000072;10;557200;55720
3898;1000000000073;6;334380;55730
3898;1000000000074;11;613140;55740
3898;1000000000075;11;613250;55750
3898;1000000000076;10;557600;55760
3898;1000000000077;1;55770;55770
3898;1000000000078;9;502020;55780
3898;1000000000079;13;725270;55790
3898;1000000000080;12;669600;55800
3898;1000000000081;14;781340;55810
3899;1000000000082;14;781480;55820
3899;1000000000083;7;390810;55830
3899;1000000000084;6;335040;55840
3899;1000000000085;1;55850;55850
3899;1000000000086;8;446880;55860
3899;1000000000087;4;223480;55870
3899;1000000000088;3;167640;55880
3899;1000000000089;9;503010;55890
3899;1000000000090;7;391300;55900
3900;1000000000091;12;670920;55910
3900;1000000000092;14;782880;55920
3900;1000000000093;9;503370;55930
3900;1000000000094;13;727220;55940
3900;1000000000095;11;615450;55950
3900;1000000000096;1;55960;55960
3900;1000000000097;12;671640;55970
3900;1000000000098;12;671760;55980
3900;1000000000099;2;111980;55990
3901;1000000000100;10;560000;56000
3901;1000000000101;3;168030;56010
3901;1000000000102;12;672240;56020
3901;1000000000103;1;56030;56030
3901;1000000000104;6;336240;56040
3901;1000000000105;13;728650;56050
3901;1000000000106;2;112120;56060
3901;1000000000107;11;616770;56070
3901;1000000000108;8;448640;56080
3902;1000000000109;9;504810;56090
3902;1000000000110;1;56100;56100
3902;1000000000111;12;673320;56110
3902;1000000000112;7;392840;56120
3902;1000000000113;8;449040;56130
3902;1000000000114;12;673680;56140
3902;1000000000115;9;505350;56150
3902;1000000000116;8;449280;56160
3902;1000000000117;14;786380;56170
3903;1000000000118;11;617980;56180
3903;1000000000119;7;393330;56190
3903;1000000000120;1;56200;56200
3903;1000000000121;3;168630;56210
3903;1000000000122;6;337320;56220
3903;1000000000123;4;224920;56230
3903;1000000000124;14;787360;56240
3903;1000000000125;1;56250;56250
3903;1000000000126;5;281300;56260
3904;1000000000127;4;225080;56270
3904;1000000000128;6;337680;56280
3904;1000000000129;9;506610;56290
3904;1000000000130;13;731900;56300
3904;1000000000131;7;394170;56310
3904;1000000000132;6;337920;56320
3904;1000000000133;8;450640;56330
3904;1000000000134;10;563400;56340
3904;1000000000135;7;394450;56350
3905;1000000000136;14;789040;56360
3905;1000000000137;11;620070;56370
3905;1000000000138;7;394660;56380
3905;1000000000139;8;451120;56390
3905;1000000000140;6;338400;56400
3905;1000000000141;5;282050;56410
3905;1000000000142;9;507780;56420
3905;1000000000143;7;395010;56430
3905;1000000000144;13;733720;56440
3906;1000000000145;6;338700;56450
3906;1000000000146;10;564600;56460
3906;1000000000147;14;790580;56470
3906;1000000000148;4;225920;56480
3906;1000000000149;14;790860;56490
3906;1000000000150;10;565000;56500
3906;1000000000151;1;56510;56510
3906;1000000000152;9;508680;56520
3906;1000000000153;8;452240;56530
3907;1000000000154;7;395780;56540
3907;1000000000155;1;56550;56550
3907;1000000000156;14;791840;56560
3907;1000000000157;7;395990;56570
3907;1000000000158;3;169740;56580
3907;1000000000159;14;792260;56590
3907;1000000000160;6;339600;56600
3907;1000000000161;13;735930;56610
3907;1000000000162;13;736060;56620
3908;1000000000163;12;679560;56630
3908;1000000000164;13;736320;56640
3908;1000000000165;14;793100;56650
3908;1000000000166;5;283300;56660
3908;1000000000167;12;680040;56670
3908;1000000000168;13;736840;56680
3908;1000000000169;9;510210;56690
3908;1000000000170;9;510300;56700
3908;1000000000171;6;340260;56710
3909;1000000000172;11;623920;56720
3909;1000000000173;13;737490;56730
3909;1000000000174;10;567400;56740
3909;1000000000175;3;170250;56750
3909;1000000000176;11;624360;56760
3909;1000000000177;7;397390;56770
3909;1000000000178;7;397460;56780
3909;1000000000179;6;340740;56790
3909;1000000000180;5;284000;56800
3910;1000000000181;8;454480;56810
3910;1000000000182;3;170460;56820
3910;1000000000183;10;568300;56830
3910;1000000000184;5;284200;56840
3910;1000000000185;3;170550;56850
3910;1000000000186;10;568600;56860
3910;1000000000187;1;56870;56870
3910;1000000000188;14;796320;56880
3910;1000000000189;9;512010;56890
3911;1000000000190;8;455200;56900
3911;1000000000191;7;398370;56910
3911;1000000000192;8;455360;56920
3911;1000000000193;14;797020;56930
3911;1000000000194;12;683280;56940
3911;1000000000195;12;683400;56950
3911;1000000000196;7;398720;56960
3911;1000000000197;5;284850;56970
3911;1000000000198;12;683760;56980
3912;1000000000199;5;284950;56990
3912;1000000000200;2;114000;57000
3912;1000000000201;2;114020;57010
3912;1000000000202;8;456160;57020
3912;1000000000203;12;684360;57030
3912;1000000000204;11;627440;57040
3912;1000000000205;1;57050;57050
3912;1000000000206;5;285300;57060
3912;1000000000207;8;456560;57070
3913;1000000000208;8;456640;57080
3913;1000000000209;12;685080;57090
3913;1000000000210;12;685200;57100
3913;1000000000211;13;742430;57110
3913;1000000000212;5;285600;57120
3913;1000000000213;9;514170;57130
3913;1000000000214;4;228560;57140
3913;1000000000215;8;457200;57150
3913;1000000000216;8;457280;57160
3914;1000000000217;3;171510;57170
3914;1000000000218;5;285900;57180
3914;1000000000219;13;743470;57190
3914;1000000000220;11;629200;57200
3914;1000000000221;4;228840;57210
3914;1000000000222;4;228880;57220
3914;1000000000223;3;171690;57230
3914;1000000000224;6;343440;57240
3914;1000000000225;10;572500;57250
3915;1000000000226;13;744380;57260
3915;1000000000227;2;114540;57270
3915;1000000000228;6;343680;57280
3915;1000000000229;14;802060;57290
3915;1000000000230;10;573000;57300
3915;1000000000231;6;343860;57310
3915;1000000000232;12;687840;57320
3915;1000000000233;14;802620;57330
3915;1000000000234;5;286700;57340
3916;1000000000235;6;344100;57350
3916;1000000000236;13;745680;57360
3916;1000000000237;13;745810;57370
3916;1000000000238;2;114760;57380
3916;1000000000239;4;229560;57390
3916;1000000000240;9;516600;57400
3916;1000000000241;8;459280;57410
3916;1000000000242;4;229680;57420
3916;1000000000243;3;172290;57430
3917;1000000000244;8;459520;57440
3917;1000000000245;14;804300;57450
3917;1000000000246;2;114920;57460
3917;1000000000247;14;804580;57470
3917;1000000000248;6;344880;57480
3917;1000000000249;9;517410;57490
3917;1000000000250;10;575000;57500
3917;1000000000251;8;460080;57510
3917;1000000000252;4;230080;57520
3918;1000000000253;9;517770;57530
3918;1000000000254;7;402780;57540
3918;1000000000255;3;172650;57550
3918;1000000000256;9;518040;57560
3918;1000000000257;10;575700;57570
3918;1000000000258;7;403060;57580
3918;1000000000259;5;287950;57590
3918;1000000000260;8;460800;57600
3918;1000000000261;13;748930;57610
3919;1000000000262;6;345720;57620
3919;1000000000263;13;749190;57630
3919;1000000000264;11;634040;57640
3919;1000000000265;10;576500;57650
3919;1000000000266;13;749580;57660
3919;1000000000267;5;288350;57670
3919;1000000000268;3;173040;57680
3919;1000000000269;13;749970;57690
3919;1000000000270;12;692400;57700
3920;1000000000271;13;750230;57710
3920;1000000000272;5;288600;57720
3920;1000000000273;1;57730;57730
3920;1000000000274;7;404180;57740
3920;1000000000275;8;462000;57750
3920;1000000000276;1;57760;57760
3920;1000000000277;8;462160;57770
3920;1000000000278;2;115560;57780
3920;1000000000279;13;751270;57790
3921;1000000000280;4;231200;57800
3921;1000000000281;12;693720;57810
3921;1000000000282;9;520380;57820
3921;1000000000283;7;404810;57830
3921;1000000000284;1;57840;57840
3921;1000000000285;7;404950;57850
3921;1000000000286;7;405020;57860
3921;1000000000287;14;810180;57870
3921;1000000000288;1;57880;57880
3922;1000000000289;11;636790;57890
3922;1000000000290;5;289500;57900
3922;1000000000291;10;579100;57910
3922;1000000000292;13;752960;57920
3922;1000000000293;3;173790;57930
3922;1000000000294;3;173820;57940
3922;1000000000295;10;579500;57950
3922;1000000000296;11;637560;57960
3922;1000000000297;12;695640;57970
3923;1000000000298;5;289900;57980
3923;1000000000299;7;405930;57990
3923;1000000000300;13;754000;58000
3923;1000000000301;14;812140;58010
3923;1000000000302;4;232080;58020
3923;1000000000303;14;812420;58030
3923;1000000000304;8;464320;58040
3923;1000000000305;10;580500;58050
3923;1000000000306;7;406420;58060
3924;1000000000307;13;754910;58070
3924;1000000000308;5;290400;58080
3924;1000000000309;11;638990;58090
3924;1000000000310;9;522900;58100
3924;1000000000311;6;348660;58110
3924;1000000000312;7;406840;58120
3924;1000000000313;6;348780;58130
3924;1000000000314;12;697680;58140
3924;1000000000315;8;465200;58150
3925;1000000000316;8;465280;58160
3925;1000000000317;11;639870;58170
3925;1000000000318;10;581800;58180
3925;1000000000319;12;698280;58190
3925;1000000000320;1;58200;58200
3925;1000000000321;6;349260;58210
3925;1000000000322;1;58220;58220
3925;1000000000323;5;291150;58230
3925;1000000000324;1;58240;58240
3926;1000000000325;5;291250;58250
3926;1000000000326;10;582600;58260
3926;1000000000327;13;757510;58270
3926;1000000000328;6;349680;58280
3926;1000000000329;13;757770;58290
3926;1000000000330;10;583000;58300
3926;1000000000331;3;174930;58310
3926;1000000000332;7;408240;58320
3926;1000000000333;11;641630;58330
3927;1000000000334;11;641740;58340
3927;1000000000335;3;175050;58350
3927;1000000000336;11;641960;58360
3927;1000000000337;5;291850;58370
3927;1000000000338;13;758940;58380
3927;1000000000339;14;817460;58390
3927;1000000000340;7;408800;58400
3927;1000000000341;7;408870;58410
3927;1000000000342;7;408940;58420
3928;1000000000343;7;409010;58430
3928;1000000000344;8;467520;58440
3928;1000000000345;7;409150;58450
3928;1000000000346;8;467680;58460
3928;1000000000347;5;292350;58470
3928;1000000000348;2;116960;58480
3928;1000000000349;11;643390;58490
3928;1000000000350;14;819000;58500
3928;1000000000351;4;234040;58510
3929;1000000000352;5;292600;58520
3929;1000000000353;2;117060;58530
3929;1000000000354;7;409780;58540
3929;1000000000355;13;761150;58550
3929;1000000000356;10;585600;58560
3929;1000000000357;7;409990;58570
3929;1000000000358;13;761540;58580
3929;1000000000359;3;175770;58590
3929;1000000000360;11;644600;58600
3930;1000000000361;11;644710;58610
3930;1000000000362;6;351720;58620
3930;1000000000363;10;586300;58630
3930;1000000000364;10;586400;58640
3930;1000000000365;12;703800;58650
3930;1000000000366;10;586600;58660
3930;1000000000367;4;234680;58670
3930;1000000000368;6;352080;58680
3930;1000000000369;11;645590;58690
3931;1000000000370;12;704400;58700
3931;1000000000371;6;352260;58710
3931;1000000000372;6;352320;58720
3931;1000000000373;7;411110;58730
3931;1000000000374;7;411180;58740
3931;1000000000375;1;58750;58750
3931;1000000000376;10;587600;58760
3931;1000000000377;3;176310;58770
3931;1000000000378;11;646580;58780
3932;1000000000379;6;352740;58790
3932;1000000000380;7;411600;58800
3932;1000000000381;9;529290;58810
3932;1000000000382;13;764660;58820
3932;1000000000383;8;470640;58830
3932;1000000000384;6;353040;58840
3932;1000000000385;2;117700;58850
3932;1000000000386;12;706320;58860
3932;1000000000387;6;353220;58870
3933;1000000000388;3;176640;58880
3933;1000000000389;13;765570;58890
3933;1000000000390;10;589000;58900
3933;1000000000391;2;117820;58910
3933;1000000000392;12;707040;58920
3933;1000000000393;2;117860;58930
3933;1000000000394;14;825160;58940
3933;1000000000395;12;707400;58950
3933;1000000000396;12;707520;58960
3934;1000000000397;1;58970;58970
3934;1000000000398;10;589800;58980
3934;1000000000399;11;648890;58990
3934;1000000000400;11;649000;59000
3934;1000000000401;14;826140;59010
3934;1000000000402;1;59020;59020
3934;1000000000403;13;767390;59030
3934;1000000000404;2;118080;59040
3934;1000000000405;11;649550;59050
3935;1000000000406;13;767780;59060
3935;1000000000407;12;708840;59070
3935;1000000000408;4;236320;59080
3935;1000000000409;13;768170;59090
3935;1000000000410;13;768300;59100
3935;1000000000411;3;177330;59110
3935;1000000000412;8;472960;59120
3935;1000000000413;5;295650;59130
3935;1000000000414;11;650540;59140
3936;1000000000415;13;768950;59150
3936;1000000000416;7;414120;59160
3936;1000000000417;14;828380;59170
3936;1000000000418;5;295900;59180
3936;1000000000419;13;769470;59190
3936;1000000000420;13;769600;59200
3936;1000000000421;9;532890;59210
3936;1000000000422;11;651420;59220
3936;1000000000423;13;769990;59230
3937;1000000000424;8;473920;59240
3937;1000000000425;7;414750;59250
3937;1000000000426;1;59260;59260
3937;1000000000427;9;533430;59270
3937;1000000000428;11;652080;59280
3937;1000000000429;8;474320;59290
3937;1000000000430;2;118600;59300
3937;1000000000431;4;237240;59310
3937;1000000000432;1;59320;59320
3938;1000000000433;9;533970;59330
3938;1000000000434;5;296700;59340
3938;1000000000435;12;712200;59350
3938;1000000000436;3;178080;59360
3938;1000000000437;8;474960;59370
3938;1000000000438;11;653180;59380
3938;1000000000439;11;653290;59390
3938;1000000000440;5;297000;59400
3938;1000000000441;3;178230;59410
3939;1000000000442;4;237680;59420
3939;1000000000443;6;356580;59430
3939;1000000000444;9;534960;59440
3939;1000000000445;5;297250;59450
3939;1000000000446;11;654060;59460
3939;1000000000447;9;535230;59470
3939;1000000000448;6;356880;59480
3939;1000000000449;9;535410;59490
3939;1000000000450;13;773500;59500
3940;1000000000451;9;535590;59510
3940;1000000000452;6;357120;59520
3940;1000000000453;12;714360;59530
3940;1000000000454;14;833560;59540
3940;1000000000455;13;774150;59550
3940;1000000000456;8;476480;59560
3940;1000000000457;1;59570;59570
3940;1000000000458;13;774540;59580
3940;1000000000459;5;297950;59590
3941;1000000000460;2;119200;59600
3941;1000000000461;7;417270;59610
3941;1000000000462;13;775060;59620
3941;1000000000463;7;417410;59630
3941;1000000000464;11;656040;59640
3941;1000000000465;3;178950;59650
3941;1000000000466;7;417620;59660
