CodigoBarras;idCategoria;IdTipoProducto;Nombre;Marca;PRESENTACION;CantidadPresen;Unimedida;Volumen;Peso
1000000004172;6;6;Nombre M;Marca M;Presentacion M;3;ml;4672;652730
1000000004173;7;7;Nombre N;Marca N;Presentacion N;5;gr;4673;652885
1000000004174;8;8;Nombre O;Marca O;Presentacion O;10;gr;4674;653040
1000000004175;9;9;Nombre P;Marca P;Presentacion P;2;gr;4675;653195
1000000004176;1;1;Nombre Q;Marca Q;Presentacion Q;2;ml;4676;653350
1000000004177;2;2;Nombre R;Marca R;Presentacion R;3;gr;4677;653505
1000000004178;3;3;Nombre S;Marca S;Presentacion S;2;ml;4678;653660
1000000004179;4;4;Nombre T;Marca T;Presentacion T;8;ml;4679;653815
1000000004180;5;5;Nombre U;Marca U;Presentacion U;2;gr;4680;653970
1000000004181;6;6;Nombre V;Marca V;Presentacion V;6;ml;4681;654125
1000000004182;7;7;Nombre W;Marca W;Presentacion W;4;ml;4682;654280
1000000004183;8;8;Nombre X;Marca X;Presentacion X;4;gr;4683;654435
1000000004184;9;9;Nombre Y;Marca Y;Presentacion Y;5;gr;4684;654590
1000000004185;1;1;Nombre Z;Marca Z;Presentacion Z;9;gr;4685;654745
1000000004186;2;2;Nombre A;Marca A;Presentacion A;6;ml;4686;654900
1000000004187;3;3;Nombre B;Marca B;Presentacion B;3;gr;4687;655055
1000000004188;4;4;Nombre C;Marca C;Presentacion C;9;ml;4688;655210
1000000004189;5;5;Nombre D;Marca D;Presentacion D;2;ml;4689;655365
1000000004190;6;6;Nombre E;Marca E;Presentacion E;10;gr;4690;655520
1000000004191;7;7;Nombre F;Marca F;Presentacion F;1;ml;4691;655675
1000000004192;8;8;Nombre G;Marca G;Presentacion G;1;ml;4692;655830
1000000004193;9;9;Nombre H;Marca H;Presentacion H;5;gr;4693;655985
1000000004194;1;1;Nombre I;Marca I;Presentacion I;9;gr;4694;656140
1000000004195;2;2;Nombre J;Marca J;Presentacion J;1;gr;4695;656295
1000000004196;3;3;Nombre K;Marca K;Presentacion K;10;ml;4696;656450
1000000004197;4;4;Nombre L;Marca L;Presentacion L;7;gr;4697;656605
1000000004198;5;5;Nombre M;Marca M;Presentacion M;9;ml;4698;656760
1000000004199;6;6;Nombre N;Marca N;Presentacion N;9;ml;4699;656915
1000000004200;7;7;Nombre O;Marca O;Presentacion O;10;gr;4700;657070
1000000004201;8;8;Nombre P;Marca P;Presentacion P;1;ml;4701;657225
1000000004202;9;9;Nombre Q;Marca Q;Presentacion Q;6;ml;4702;657380
1000000004203;1;1;Nombre R;Marca R;Presentacion R;8;gr;4703;657535
1000000004204;2;2;Nombre S;Marca S;Presentacion S;4;gr;4704;657690
1000000004205;3;3;Nombre T;Marca T;Presentacion T;3;gr;4705;657845
1000000004206;4;4;Nombre U;Marca U;Presentacion U;9;ml;4706;658000
1000000004207;5;5;Nombre V;Marca V;Presentacion V;2;gr;4707;658155
1000000004208;6;6;Nombre W;Marca W;Presentacion W;6;ml;4708;658310
1000000004209;7;7;Nombre X;Marca X;Presentacion X;5;ml;4709;658465
1000000004210;8;8;Nombre Y;Marca Y;Presentacion Y;5;gr;4710;658620
1000000004211;9;9;Nombre Z;Marca Z;Presentacion Z;10;ml;4711;658775
1000000004212;1;1;Nombre A;Marca A;Presentacion A;2;ml;4712;658930
1000000004213;2;2;Nombre B;Marca B;Presentacion B;1;gr;4713;659085
1000000004214;3;3;Nombre C;Marca C;Presentacion C;9;gr;4714;659240
1000000004215;4;4;Nombre D;Marca D;Presentacion D;10;gr;4715;659395
1000000004216;5;5;Nombre E;Marca E;Presentacion E;2;ml;4716;659550
1000000004217;6;6;Nombre F;Marca F;Presentacion F;7;gr;4717;659705
1000000004218;7;7;Nombre G;Marca G;Presentacion G;3;ml;4718;659860
1000000004219;8;8;Nombre H;Marca H;Presentacion H;7;ml;4719;660015
1000000004220;9;9;Nombre I;Marca I;Presentacion I;3;gr;4720;660170
1000000004221;1;1;Nombre J;Marca J;Presentacion J;10;ml;4721;660325
1000000004222;2;2;Nombre K;Marca K;Presentacion K;1;ml;4722;660480
1000000004223;3;3;Nombre L;Marca L;Presentacion L;5;gr;4723;660635
1000000004224;4;4;Nombre M;Marca M;Presentacion M;5;gr;4724;660790
1000000004225;5;5;Nombre N;Marca N;Presentacion N;7;gr;4725;660945
1000000004226;6;6;Nombre O;Marca O;Presentacion O;4;ml;4726;661100
1000000004227;7;7;Nombre P;Marca P;Presentacion P;1;gr;4727;661255
1000000004228;8;8;Nombre Q;Marca Q;Presentacion Q;4;ml;4728;661410
1000000004229;9;9;Nombre R;Marca R;Presentacion R;9;ml;4729;661565
1000000004230;1;1;Nombre S;Marca S;Presentacion S;6;gr;4730;661720
1000000004231;2;2;Nombre T;Marca T;Presentacion T;7;ml;4731;661875
1000000004232;3;3;Nombre U;Marca U;Presentacion U;9;ml;4732;662030
1000000004233;4;4;Nombre V;Marca V;Presentacion V;10;gr;4733;662185
1000000004234;5;5;Nombre W;Marca W;Presentacion W;2;gr;4734;662340
1000000004235;6;6;Nombre X;Marca X;Presentacion X;3;gr;4735;662495
1000000004236;7;7;Nombre Y;Marca Y;Presentacion Y;7;ml;4736;662650
1000000004237;8;8;Nombre Z;Marca Z;Presentacion Z;8;gr;4737;662805
1000000004238;9;9;Nombre A;Marca A;Presentacion A;8;ml;4738;662960
1000000004239;1;1;Nombre B;Marca B;Presentacion B;10;ml;4739;663115
1000000004240;2;2;Nombre C;Marca C;Presentacion C;3;gr;4740;663270
1000000004241;3;3;Nombre D;Marca D;Presentacion D;4;ml;4741;663425
1000000004242;4;4;Nombre E;Marca E;Presentacion E;4;ml;4742;663580
1000000004243;5;5;Nombre F;Marca F;Presentacion F;4;gr;4743;663735
1000000004244;6;6;Nombre G;Marca G;Presentacion G;4;gr;4744;663890
1000000004245;7;7;Nombre H;Marca H;Presentacion H;9;gr;4745;664045
1000000004246;8;8;Nombre I;Marca I;Presentacion I;1;ml;4746;664200
1000000004247;9;9;Nombre J;Marca J;Presentacion J;10;gr;4747;664355
1000000004248;1;1;Nombre K;Marca K;Presentacion K;1;ml;4748;664510
1000000004249;2;2;Nombre L;Marca L;Presentacion L;9;ml;4749;664665
1000000004250;3;3;Nombre M;Marca M;Presentacion M;6;gr;4750;664820
1000000004251;4;4;Nombre N;Marca N;Presentacion N;5;ml;4751;664975
1000000004252;5;5;Nombre O;Marca O;Presentacion O;5;ml;4752;665130
1000000004253;6;6;Nombre P;Marca P;Presentacion P;3;gr;4753;665285
1000000004254;7;7;Nombre Q;Marca Q;Presentacion Q;10;gr;4754;665440
1000000004255;8;8;Nombre R;Marca R;Presentacion R;1;gr;4755;665595
1000000004256;9;9;Nombre S;Marca S;Presentacion S;9;ml;4756;665750
1000000004257;1;1;Nombre T;Marca T;Presentacion T;2;gr;4757;665905
1000000004258;2;2;Nombre U;Marca U;Presentacion U;6;ml;4758;666060
1000000004259;3;3;Nombre V;Marca V;Presentacion V;1;ml;4759;666215
1000000004260;4;4;Nombre W;Marca W;Presentacion W;1;gr;4760;666370
1000000004261;5;5;Nombre X;Marca X;Presentacion X;8;ml;4761;666525
1000000004262;6;6;Nombre Y;Marca Y;Presentacion Y;7;ml;4762;666680
1000000004263;7;7;Nombre Z;Marca Z;Presentacion Z;9;gr;4763;666835
1000000004264;8;8;Nombre A;Marca A;Presentacion A;6;gr;4764;666990
1000000004265;9;9;Nombre B;Marca B;Presentacion B;2;gr;4765;667145
1000000004266;1;1;Nombre C;Marca C;Presentacion C;1;ml;4766;667300
1000000004267;2;2;Nombre D;Marca D;Presentacion D;1;gr;4767;667455
1000000004268;3;3;Nombre E;Marca E;Presentacion E;10;ml;4768;667610
1000000004269;4;4;Nombre F;Marca F;Presentacion F;4;ml;4769;667765
1000000004270;5;5;Nombre G;Marca G;Presentacion G;5;gr;4770;667920
1000000004271;6;6;Nombre H;Marca H;Presentacion H;10;ml;4771;668075
1000000004272;7;7;Nombre I;Marca I;Presentacion I;8;ml;4772;668230
1000000004273;8;8;Nombre J;Marca J;Presentacion J;4;gr;4773;668385
1000000004274;9;9;Nombre K;Marca K;Presentacion K;4;gr;4774;668540
1000000004275;1;1;Nombre L;Marca L;Presentacion L;10;gr;4775;668695
1000000004276;2;2;Nombre M;Marca M;Presentacion M;1;ml;4776;668850
1000000004277;3;3;Nombre N;Marca N;Presentacion N;7;gr;4777;669005
1000000004278;4;4;Nombre O;Marca O;Presentacion O;2;ml;4778;669160
1000000004279;5;5;Nombre P;Marca P;Presentacion P;8;ml;4779;669315
1000000004280;6;6;Nombre Q;Marca Q;Presentacion Q;10;gr;4780;669470
1000000004281;7;7;Nombre R;Marca R;Presentacion R;3;ml;4781;669625
1000000004282;8;8;Nombre S;Marca S;Presentacion S;6;ml;4782;669780
1000000004283;9;9;Nombre T;Marca T;Presentacion T;3;gr;4783;669935
1000000004284;1;1;Nombre U;Marca U;Presentacion U;2;gr;4784;670090
1000000004285;2;2;Nombre V;Marca V;Presentacion V;9;gr;4785;670245
1000000004286;3;3;Nombre W;Marca W;Presentacion W;8;ml;4786;670400
1000000004287;4;4;Nombre X;Marca X;Presentacion X;4;gr;4787;670555
1000000004288;5;5;Nombre Y;Marca Y;Presentacion Y;2;ml;4788;670710
1000000004289;6;6;Nombre Z;Marca Z;Presentacion Z;2;ml;4789;670865
1000000004290;7;7;Nombre A;Marca A;Presentacion A;8;gr;4790;671020
1000000004291;8;8;Nombre B;Marca B;Presentacion B;5;ml;4791;671175
1000000004292;9;9;Nombre C;Marca C;Presentacion C;6;ml;4792;671330
1000000004293;1;1;Nombre D;Marca D;Presentacion D;4;gr;4793;671485
1000000004294;2;2;Nombre E;Marca E;Presentacion E;10;gr;4794;671640
1000000004295;3;3;Nombre F;Marca F;Presentacion F;8;gr;4795;671795
1000000004296;4;4;Nombre G;Marca G;Presentacion G;10;ml;4796;671950
1000000004297;5;5;Nombre H;Marca H;Presentacion H;4;gr;4797;672105
1000000004298;6;6;Nombre I;Marca I;Presentacion I;7;ml;4798;672260
1000000004299;7;7;Nombre J;Marca J;Presentacion J;6;ml;4799;672415
1000000004300;8;8;Nombre K;Marca K;Presentacion K;9;gr;4800;672570
1000000004301;9;9;Nombre L;Marca L;Presentacion L;4;ml;4801;672725
1000000004302;1;1;Nombre M;Marca M;Presentacion M;3;ml;4802;672880
1000000004303;2;2;Nombre N;Marca N;Presentacion N;7;gr;4803;673035
1000000004304;3;3;Nombre O;Marca O;Presentacion O;1;gr;4804;673190
1000000004305;4;4;Nombre P;Marca P;Presentacion P;9;gr;4805;673345
1000000004306;5;5;Nombre Q;Marca Q;Presentacion Q;7;ml;4806;673500
1000000004307;6;6;Nombre R;Marca R;Presentacion R;6;gr;4807;673655
1000000004308;7;7;Nombre S;Marca S;Presentacion S;7;ml;4808;673810
1000000004309;8;8;Nombre T;Marca T;Presentacion T;10;ml;4809;673965
1000000004310;9;9;Nombre U;Marca U;Presentacion U;2;gr;4810;674120
1000000004311;1;1;Nombre V;Marca V;Presentacion V;5;ml;4811;674275
1000000004312;2;2;Nombre W;Marca W;Presentacion W;10;ml;4812;674430
1000000004313;3;3;Nombre X;Marca X;Presentacion X;1;gr;4813;674585
1000000004314;4;4;Nombre Y;Marca Y;Presentacion Y;3;gr;4814;674740
1000000004315;5;5;Nombre Z;Marca Z;Presentacion Z;9;gr;4815;674895
1000000004316;6;6;Nombre A;Marca A;Presentacion A;9;ml;4816;675050
1000000004317;7;7;Nombre B;Marca B;Presentacion B;8;gr;4817;675205
1000000004318;8;8;Nombre C;Marca C;Presentacion C;4;ml;4818;675360
1000000004319;9;9;Nombre D;Marca D;Presentacion D;7;ml;4819;675515
1000000004320;1;1;Nombre E;Marca E;Presentacion E;7;gr;4820;675670
1000000004321;2;2;Nombre F;Marca F;Presentacion F;7;ml;4821;675825
1000000004322;3;3;Nombre G;Marca G;Presentacion G;6;ml;4822;675980
1000000004323;4;4;Nombre H;Marca H;Presentacion H;2;gr;4823;676135
1000000004324;5;5;Nombre I;Marca I;Presentacion I;3;gr;4824;676290
1000000004325;6;6;Nombre J;Marca J;Presentacion J;7;gr;4825;676445
1000000004326;7;7;Nombre K;Marca K;Presentacion K;6;ml;4826;676600
1000000004327;8;8;Nombre L;Marca L;Presentacion L;8;gr;4827;676755
1000000004328;9;9;Nombre M;Marca M;Presentacion M;8;ml;4828;676910
1000000004329;1;1;Nombre N;Marca N;Presentacion N;6;ml;4829;677065
1000000004330;2;2;Nombre O;Marca O;Presentacion O;5;gr;4830;677220
1000000004331;3;3;Nombre P;Marca P;Presentacion P;4;ml;4831;677375
1000000004332;4;4;Nombre Q;Marca Q;Presentacion Q;9;ml;4832;677530
1000000004333;5;5;Nombre R;Marca R;Presentacion R;9;gr;4833;677685
1000000004334;6;6;Nombre S;Marca S;Presentacion S;5;gr;4834;677840
1000000004335;7;7;Nombre T;Marca T;Presentacion T;7;gr;4835;677995
1000000004336;8;8;Nombre U;Marca U;Presentacion U;9;ml;4836;678150
1000000004337;9;9;Nombre V;Marca V;Presentacion V;2;gr;4837;678305
1000000004338;1;1;Nombre W;Marca W;Presentacion W;7;ml;4838;678460
1000000004339;2;2;Nombre X;Marca X;Presentacion X;5;ml;4839;678615
1000000004340;3;3;Nombre Y;Marca Y;Presentacion Y;8;gr;4840;678770
1000000004341;4;4;Nombre Z;Marca Z;Presentacion Z;8;ml;4841;678925
1000000004342;5;5;Nombre A;Marca A;Presentacion A;7;ml;4842;679080
1000000004343;6;6;Nombre B;Marca B;Presentacion B;10;gr;4843;679235
1000000004344;7;7;Nombre C;Marca C;Presentacion C;1;gr;4844;679390
1000000004345;8;8;Nombre D;Marca D;Presentacion D;6;gr;4845;679545
1000000004346;9;9;Nombre E;Marca E;Presentacion E;4;ml;4846;679700
1000000004347;1;1;Nombre F;Marca F;Presentacion F;4;gr;4847;679855
1000000004348;2;2;Nombre G;Marca G;Presentacion G;10;ml;4848;680010
1000000004349;3;3;Nombre H;Marca H;Presentacion H;10;ml;4849;680165
1000000004350;4;4;Nombre I;Marca I;Presentacion I;6;gr;4850;680320
1000000004351;5;5;Nombre J;Marca J;Presentacion J;2;ml;4851;680475
1000000004352;6;6;Nombre K;Marca K;Presentacion K;7;ml;4852;680630
1000000004353;7;7;Nombre L;Marca L;Presentacion L;3;gr;4853;680785
1000000004354;8;8;Nombre M;Marca M;Presentacion M;9;gr;4854;680940
1000000004355;9;9;Nombre N;Marca N;Presentacion N;2;gr;4855;681095
1000000004356;1;1;Nombre O;Marca O;Presentacion O;6;ml;4856;681250
1000000004357;2;2;Nombre P;Marca P;Presentacion P;6;gr;4857;681405
1000000004358;3;3;Nombre Q;Marca Q;Presentacion Q;2;ml;4858;681560
1000000004359;4;4;Nombre R;Marca R;Presentacion R;7;ml;4859;681715
1000000004360;5;5;Nombre S;Marca S;Presentacion S;6;gr;4860;681870
1000000004361;6;6;Nombre T;Marca T;Presentacion T;8;ml;4861;682025
1000000004362;7;7;Nombre U;Marca U;Presentacion U;7;ml;4862;682180
1000000004363;8;8;Nombre V;Marca V;Presentacion V;6;gr;4863;682335
1000000004364;9;9;Nombre W;Marca W;Presentacion W;2;gr;4864;682490
1000000004365;1;1;Nombre X;Marca X;Presentacion X;1;gr;4865;682645
1000000004366;2;2;Nombre Y;Marca Y;Presentacion Y;1;ml;4866;682800
1000000004367;3;3;Nombre Z;Marca Z;Presentacion Z;6;gr;4867;682955
1000000004368;4;4;Nombre A;Marca A;Presentacion A;8;ml;4868;683110
1000000004369;5;5;Nombre B;Marca B;Presentacion B;3;ml;4869;683265
1000000004370;6;6;Nombre C;Marca C;Presentacion C;7;gr;4870;683420
1000000004371;7;7;Nombre D;Marca D;Presentacion D;10;ml;4871;683575
1000000004372;8;8;Nombre E;Marca E;Presentacion E;9;ml;4872;683730
1000000004373;9;9;Nombre F;Marca F;Presentacion F;6;gr;4873;683885
1000000004374;1;1;Nombre G;Marca G;Presentacion G;10;gr;4874;684040
1000000004375;2;2;Nombre H;Marca H;Presentacion H;1;gr;4875;684195
1000000004376;3;3;Nombre I;Marca I;Presentacion I;2;ml;4876;684350
1000000004377;4;4;Nombre J;Marca J;Presentacion J;10;gr;4877;684505
1000000004378;5;5;Nombre K;Marca K;Presentacion K;10;ml;4878;684660
1000000004379;6;6;Nombre L;Marca L;Presentacion L;2;ml;4879;684815
1000000004380;7;7;Nombre M;Marca M;Presentacion M;2;gr;4880;684970
1000000004381;8;8;Nombre N;Marca N;Presentacion N;5;ml;4881;685125
1000000004382;9;9;Nombre O;Marca O;Presentacion O;1;ml;4882;685280
1000000004383;1;1;Nombre P;Marca P;Presentacion P;9;gr;4883;685435
1000000004384;2;2;Nombre Q;Marca Q;Presentacion Q;2;gr;4884;685590
1000000004385;3;3;Nombre R;Marca R;Presentacion R;6;gr;4885;685745
1000000004386;4;4;Nombre S;Marca S;Presentacion S;2;ml;4886;685900
1000000004387;5;5;Nombre T;Marca T;Presentacion T;7;gr;4887;686055
1000000004388;6;6;Nombre U;Marca U;Presentacion U;6;ml;4888;686210
1000000004389;7;7;Nombre V;Marca V;Presentacion V;1;ml;4889;686365
1000000004390;8;8;Nombre W;Marca W;Presentacion W;4;gr;4890;686520
1000000004391;9;9;Nombre X;Marca X;Presentacion X;6;ml;4891;686675
1000000004392;1;1;Nombre Y;Marca Y;Presentacion Y;8;ml;4892;686830
1000000004393;2;2;Nombre Z;Marca Z;Presentacion Z;9;gr;4893;686985
1000000004394;3;3;Nombre A;Marca A;Presentacion A;10;gr;4894;687140
1000000004395;4;4;Nombre B;Marca B;Presentacion B;6;gr;4895;687295
1000000004396;5;5;Nombre C;Marca C;Presentacion C;7;ml;4896;687450
1000000004397;6;6;Nombre D;Marca D;Presentacion D;10;gr;4897;687605
1000000004398;7;7;Nombre E;Marca E;Presentacion E;7;ml;4898;687760
1000000004399;8;8;Nombre F;Marca F;Presentacion F;5;ml;4899;687915
1000000004400;9;9;Nombre G;Marca G;Presentacion G;7;gr;4900;688070
1000000004401;1;1;Nombre H;Marca H;Presentacion H;2;ml;4901;688225
1000000004402;2;2;Nombre I;Marca I;Presentacion I;2;ml;4902;688380
1000000004403;3;3;Nombre J;Marca J;Presentacion J;10;gr;4903;688535
1000000004404;4;4;Nombre K;Marca K;Presentacion K;7;gr;4904;688690
1000000004405;5;5;Nombre L;Marca L;Presentacion L;3;gr;4905;688845
1000000004406;6;6;Nombre M;Marca M;Presentacion M;2;ml;4906;689000
1000000004407;7;7;Nombre N;Marca N;Presentacion N;5;gr;4907;689155
1000000004408;8;8;Nombre O;Marca O;Presentacion O;7;ml;4908;689310
1000000004409;9;9;Nombre P;Marca P;Presentacion P;7;ml;4909;689465
1000000004410;1;1;Nombre Q;Marca Q;Presentacion Q;3;gr;4910;689620
1000000004411;2;2;Nombre R;Marca R;Presentacion R;6;ml;4911;689775
1000000004412;3;3;Nombre S;Marca S;Presentacion S;1;ml;4912;689930
1000000004413;4;4;Nombre T;Marca T;Presentacion T;5;gr;4913;690085
1000000004414;5;5;Nombre U;Marca U;Presentacion U;9;gr;4914;690240
1000000004415;6;6;Nombre V;Marca V;Presentacion V;10;gr;4915;690395
1000000004416;7;7;Nombre W;Marca W;Presentacion W;3;ml;4916;690550
1000000004417;8;8;Nombre X;Marca X;Presentacion X;1;gr;4917;690705
1000000004418;9;9;Nombre Y;Marca Y;Presentacion Y;7;ml;4918;690860
1000000004419;1;1;Nombre Z;Marca Z;Presentacion Z;5;ml;4919;691015
1000000004420;2;2;Nombre A;Marca A;Presentacion A;2;gr;4920;691170
1000000004421;3;3;Nombre B;Marca B;Presentacion B;4;ml;4921;691325
1000000004422;4;4;Nombre C;Marca C;Presentacion C;4;ml;4922;691480
1000000004423;5;5;Nombre D;Marca D;Presentacion D;7;gr;4923;691635
1000000004424;6;6;Nombre E;Marca E;Presentacion E;3;gr;4924;691790
1000000004425;7;7;Nombre F;Marca F;Presentacion F;1;gr;4925;691945
1000000004426;8;8;Nombre G;Marca G;Presentacion G;2;ml;4926;692100
1000000004427;9;9;Nombre H;Marca H;Presentacion H;1;gr;4927;692255
1000000004428;1;1;Nombre I;Marca I;Presentacion I;1;ml;4928;692410
1000000004429;2;2;Nombre J;Marca J;Presentacion J;4;ml;4929;692565
1000000004430;3;3;Nombre K;Marca K;Presentacion K;1;gr;4930;692720
1000000004431;4;4;Nombre L;Marca L;Presentacion L;7;ml;4931;692875
1000000004432;5;5;Nombre M;Marca M;Presentacion M;2;ml;4932;693030
1000000004433;6;6;Nombre N;Marca N;Presentacion N;2;gr;4933;693185
1000000004434;7;7;Nombre O;Marca O;Presentacion O;5;gr;4934;693340
1000000004435;8;8;Nombre P;Marca P;Presentacion P;6;gr;4935;693495
1000000004436;9;9;Nombre Q;Marca Q;Presentacion Q;2;ml;4936;693650
1000000004437;1;1;Nombre R;Marca R;Presentacion R;3;gr;4937;693805
1000000004438;2;2;Nombre S;Marca S;Presentacion S;6;ml;4938;693960
1000000004439;3;3;Nombre T;Marca T;Presentacion T;1;ml;4939;694115
1000000004440;4;4;Nombre U;Marca U;Presentacion U;6;gr;4940;694270
1000000004441;5;5;Nombre V;Marca V;Presentacion V;3;ml;4941;694425
1000000004442;6;6;Nombre W;Marca W;Presentacion W;6;ml;4942;694580
1000000004443;7;7;Nombre X;Marca X;Presentacion X;5;gr;4943;694735
1000000004444;8;8;Nombre Y;Marca Y;Presentacion Y;7;gr;4944;694890
1000000004445;9;9;Nombre Z;Marca Z;Presentacion Z;5;gr;4945;695045
1000000004446;1;1;Nombre A;Marca A;Presentacion A;10;ml;4946;695200
1000000004447;2;2;Nombre B;Marca B;Presentacion B;9;gr;4947;695355
1000000004448;3;3;Nombre C;Marca C;Presentacion C;2;ml;4948;695510
1000000004449;4;4;Nombre D;Marca D;Presentacion D;3;ml;4949;695665
1000000004450;5;5;Nombre E;Marca E;Presentacion E;6;gr;4950;695820
1000000004451;6;6;Nombre F;Marca F;Presentacion F;8;ml;4951;695975
1000000004452;7;7;Nombre G;Marca G;Presentacion G;9;ml;4952;696130
1000000004453;8;8;Nombre H;Marca H;Presentacion H;9;gr;4953;696285
1000000004454;9;9;Nombre I;Marca I;Presentacion I;5;gr;4954;696440
1000000004455;1;1;Nombre J;Marca J;Presentacion J;7;gr;4955;696595
1000000004456;2;2;Nombre K;Marca K;Presentacion K;1;ml;4956;696750
1000000004457;3;3;Nombre L;Marca L;Presentacion L;2;gr;4957;696905
1000000004458;4;4;Nombre M;Marca M;Presentacion M;5;ml;4958;697060
1000000004459;5;5;Nombre N;Marca N;Presentacion N;9;ml;4959;697215
1000000004460;6;6;Nombre O;Marca O;Presentacion O;2;gr;4960;697370
1000000004461;7;7;Nombre P;Marca P;Presentacion P;8;ml;4961;697525
1000000004462;8;8;Nombre Q;Marca Q;Presentacion Q;3;ml;4962;697680
1000000004463;9;9;Nombre R;Marca R;Presentacion R;2;gr;4963;697835
1000000004464;1;1;Nombre S;Marca S;Presentacion S;8;gr;4964;697990
1000000004465;2;2;Nombre T;Marca T;Presentacion T;8;gr;4965;698145
1000000004466;3;3;Nombre U;Marca U;Presentacion U;5;ml;4966;698300
1000000004467;4;4;Nombre V;Marca V;Presentacion V;10;gr;4967;698455
1000000004468;5;5;Nombre W;Marca W;Presentacion W;7;ml;4968;698610
1000000004469;6;6;Nombre X;Marca X;Presentacion X;6;ml;4969;698765
1000000004470;7;7;Nombre Y;Marca Y;Presentacion Y;5;gr;4970;698920
1000000004471;8;8;Nombre Z;Marca Z;Presentacion Z;6;ml;4971;699075
1000000004472;9;9;Nombre A;Marca A;Presentacion A;8;ml;4972;699230
1000000004473;1;1;Nombre B;Marca B;Presentacion B;9;gr;4973;699385
1000000004474;2;2;Nombre C;Marca C;Presentacion C;7;gr;4974;699540
1000000004475;3;3;Nombre D;Marca D;Presentacion D;7;gr;4975;699695
1000000004476;4;4;Nombre E;Marca E;Presentacion E;10;ml;4976;699850
1000000004477;5;5;Nombre F;Marca F;Presentacion F;7;gr;4977;700005
1000000004478;6;6;Nombre G;Marca G;Presentacion G;7;ml;4978;700160
1000000004479;7;7;Nombre H;Marca H;Presentacion H;3;ml;4979;700315
1000000004480;8;8;Nombre I;Marca I;Presentacion I;9;gr;4980;700470
1000000004481;9;9;Nombre J;Marca J;Presentacion J;3;ml;4981;700625
1000000004482;1;1;Nombre K;Marca K;Presentacion K;8;ml;4982;700780
1000000004483;2;2;Nombre L;Marca L;Presentacion L;3;gr;4983;700935
1000000004484;3;3;Nombre M;Marca M;Presentacion M;5;gr;4984;701090
1000000004485;4;4;Nombre N;Marca N;Presentacion N;10;gr;4985;701245
1000000004486;5;5;Nombre O;Marca O;Presentacion O;7;ml;4986;701400
1000000004487;6;6;Nombre P;Marca P;Presentacion P;5;gr;4987;701555
1000000004488;7;7;Nombre Q;Marca Q;Presentacion Q;1;ml;4988;701710
1000000004489;8;8;Nombre R;Marca R;Presentacion R;9;ml;4989;701865
1000000004490;9;9;Nombre S;Marca S;Presentacion S;5;gr;4990;702020
1000000004491;1;1;Nombre T;Marca T;Presentacion T;2;ml;4991;702175
1000000004492;2;2;Nombre U;Marca U;Presentacion U;7;ml;4992;702330
1000000004493;3;3;Nombre V;Marca V;Presentacion V;1;gr;4993;702485
1000000004494;4;4;Nombre W;Marca W;Presentacion W;6;gr;4994;702640
1000000004495;5;5;Nombre X;Marca X;Presentacion X;4;gr;4995;702795
1000000004496;6;6;Nombre Y;Marca Y;Presentacion Y;10;ml;4996;702950
1000000004497;7;7;Nombre Z;Marca Z;Presentacion Z;3;gr;4997;703105
1000000004498;8;8;Nombre A;Marca A;Presentacion A;8;ml;4998;703260
1000000004499;9;9;Nombre B;Marca B;Presentacion B;4;ml;4999;703415
1000000004500;1;1;Nombre C;Marca C;Presentacion C;2;gr;5000;703570
1000000004501;2;2;Nombre D;Marca D;Presentacion D;2;ml;5001;703725
1000000004502;3;3;Nombre E;Marca E;Presentacion E;8;ml;5002;703880
1000000004503;4;4;Nombre F;Marca F;Presentacion F;3;gr;5003;704035
1000000004504;5;5;Nombre G;Marca G;Presentacion G;9;gr;5004;704190
1000000004505;6;6;Nombre H;Marca H;Presentacion H;4;gr;5005;704345
1000000004506;7;7;Nombre I;Marca I;Presentacion I;10;ml;5006;704500
1000000004507;8;8;Nombre J;Marca J;Presentacion J;10;gr;5007;704655
1000000004508;9;9;Nombre K;Marca K;Presentacion K;9;ml;5008;704810
1000000004509;1;1;Nombre L;Marca L;Presentacion L;3;ml;5009;704965
1000000004510;2;2;Nombre M;Marca M;Presentacion M;10;gr;5010;705120
1000000004511;3;3;Nombre N;Marca N;Presentacion N;5;ml;5011;705275
1000000004512;4;4;Nombre O;Marca O;Presentacion O;1;ml;5012;705430
1000000004513;5;5;Nombre P;Marca P;Presentacion P;2;gr;5013;705585
1000000004514;6;6;Nombre Q;Marca Q;Presentacion Q;3;gr;5014;705740
1000000004515;7;7;Nombre R;Marca R;Presentacion R;9;gr;5015;705895
1000000004516;8;8;Nombre S;Marca S;Presentacion S;1;ml;5016;706050
1000000004517;9;9;Nombre T;Marca T;Presentacion T;1;gr;5017;706205
1000000004518;1;1;Nombre U;Marca U;Presentacion U;4;ml;5018;706360
1000000004519;2;2;Nombre V;Marca V;Presentacion V;2;ml;5019;706515
1000000004520;3;3;Nombre W;Marca W;Presentacion W;5;gr;5020;706670
1000000004521;4;4;Nombre X;Marca X;Presentacion X;9;ml;5021;706825
1000000004522;5;5;Nombre Y;Marca Y;Presentacion Y;3;ml;5022;706980
1000000004523;6;6;Nombre Z;Marca Z;Presentacion Z;3;gr;5023;707135
1000000004524;7;7;Nombre A;Marca A;Presentacion A;3;gr;5024;707290
1000000004525;8;8;Nombre B;Marca B;Presentacion B;6;gr;5025;707445
