CODIGOBARRAS;IDSUCURSAL;PRECIOUNITARIO;PRECIOUNIDADMEDIDA;NUMERORECOMPRA;NIVELREORDEN;
1000000002600;101;81000;0.198;23;69;
1000000002601;102;81010;0.198;24;70;
1000000002602;103;81020;0.198;25;71;
1000000002603;104;81030;0.198;26;72;
1000000002604;105;81040;0.198;27;73;
1000000002605;106;81050;0.198;28;74;
1000000002606;107;81060;0.198;29;75;
1000000002607;108;81070;0.198;30;76;
1000000002608;109;81080;0.198;31;77;
1000000002609;110;81090;0.198;32;78;
1000000002610;111;81100;0.198;33;79;
1000000002611;112;81110;0.197;34;80;
1000000002612;113;81120;0.197;35;81;
1000000002613;114;81130;0.197;36;82;
1000000002614;115;81140;0.197;10;83;
1000000002615;116;81150;0.197;11;84;
1000000002616;117;81160;0.197;12;85;
1000000002617;118;81170;0.197;13;86;
1000000002618;119;81180;0.197;14;87;
1000000002619;120;81190;0.197;15;88;
1000000002620;121;81200;0.197;16;89;
1000000002621;122;81210;0.197;17;90;
1000000002622;123;81220;0.197;18;91;
1000000002623;124;81230;0.197;19;92;
1000000002624;125;81240;0.197;20;93;
1000000002625;126;81250;0.197;21;94;
1000000002626;127;81260;0.197;22;95;
1000000002627;128;81270;0.197;23;96;
1000000002628;129;81280;0.197;24;97;
1000000002629;130;81290;0.197;25;98;
1000000002630;131;81300;0.197;26;99;
1000000002631;132;81310;0.196;27;100;
1000000002632;133;81320;0.196;28;101;
1000000002633;134;81330;0.196;29;102;
1000000002634;135;81340;0.196;30;103;
1000000002635;136;81350;0.196;31;104;
1000000002636;137;81360;0.196;32;105;
1000000002637;138;81370;0.196;33;106;
1000000002638;139;81380;0.196;34;50;
1000000002639;140;81390;0.196;35;51;
1000000002640;141;81400;0.196;36;52;
1000000002641;142;81410;0.196;10;53;
1000000002642;143;81420;0.196;11;54;
1000000002643;144;81430;0.196;12;55;
1000000002644;145;81440;0.196;13;56;
1000000002645;146;81450;0.196;14;57;
1000000002646;147;81460;0.196;15;58;
1000000002647;148;81470;0.196;16;59;
1000000002648;149;81480;0.196;17;60;
1000000002649;150;81490;0.196;18;61;
1000000002650;1;81500;0.196;19;62;
1000000002651;2;81510;0.195;20;63;
1000000002652;3;81520;0.195;21;64;
1000000002653;4;81530;0.195;22;65;
1000000002654;5;81540;0.195;23;66;
1000000002655;6;81550;0.195;24;67;
1000000002656;7;81560;0.195;25;68;
1000000002657;8;81570;0.195;26;69;
1000000002658;9;81580;0.195;27;70;
1000000002659;10;81590;0.195;28;71;
1000000002660;11;81600;0.195;29;72;
1000000002661;12;81610;0.195;30;73;
1000000002662;13;81620;0.195;31;74;
1000000002663;14;81630;0.195;32;75;
1000000002664;15;81640;0.195;33;76;
1000000002665;16;81650;0.195;34;77;
1000000002666;17;81660;0.195;35;78;
1000000002667;18;81670;0.195;36;79;
1000000002668;19;81680;0.195;10;80;
1000000002669;20;81690;0.195;11;81;
1000000002670;21;81700;0.195;12;82;
1000000002671;22;81710;0.195;13;83;
1000000002672;23;81720;0.194;14;84;
1000000002673;24;81730;0.194;15;85;
1000000002674;25;81740;0.194;16;86;
1000000002675;26;81750;0.194;17;87;
1000000002676;27;81760;0.194;18;88;
1000000002677;28;81770;0.194;19;89;
1000000002678;29;81780;0.194;20;90;
1000000002679;30;81790;0.194;21;91;
1000000002680;31;81800;0.194;22;92;
1000000002681;32;81810;0.194;23;93;
1000000002682;33;81820;0.194;24;94;
1000000002683;34;81830;0.194;25;95;
1000000002684;35;81840;0.194;26;96;
1000000002685;36;81850;0.194;27;97;
1000000002686;37;81860;0.194;28;98;
1000000002687;38;81870;0.194;29;99;
1000000002688;39;81880;0.194;30;100;
1000000002689;40;81890;0.194;31;101;
1000000002690;41;81900;0.194;32;102;
1000000002691;42;81910;0.194;33;103;
1000000002692;43;81920;0.194;34;104;
1000000002693;44;81930;0.193;35;105;
1000000002694;45;81940;0.193;36;106;
1000000002695;46;81950;0.193;10;50;
1000000002696;47;81960;0.193;11;51;
1000000002697;48;81970;0.193;12;52;
1000000002698;49;81980;0.193;13;53;
1000000002699;50;81990;0.193;14;54;
1000000002700;51;82000;0.193;15;55;
1000000002701;52;82010;0.193;16;56;
1000000002702;53;82020;0.193;17;57;
1000000002703;54;82030;0.193;18;58;
1000000002704;55;82040;0.193;19;59;
1000000002705;56;82050;0.193;20;60;
1000000002706;57;82060;0.193;21;61;
1000000002707;58;82070;0.193;22;62;
1000000002708;59;82080;0.193;23;63;
1000000002709;60;82090;0.193;24;64;
1000000002710;61;82100;0.193;25;65;
1000000002711;62;82110;0.193;26;66;
1000000002712;63;82120;0.193;27;67;
1000000002713;64;82130;0.193;28;68;
1000000002714;65;82140;0.192;29;69;
1000000002715;66;82150;0.192;30;70;
1000000002716;67;82160;0.192;31;71;
1000000002717;68;82170;0.192;32;72;
1000000002718;69;82180;0.192;33;73;
1000000002719;70;82190;0.192;34;74;
1000000002720;71;82200;0.192;35;75;
1000000002721;72;82210;0.192;36;76;
1000000002722;73;82220;0.192;10;77;
1000000002723;74;82230;0.192;11;78;
1000000002724;75;82240;0.192;12;79;
1000000002725;76;82250;0.192;13;80;
1000000002726;77;82260;0.192;14;81;
1000000002727;78;82270;0.192;15;82;
1000000002728;79;82280;0.192;16;83;
1000000002729;80;82290;0.192;17;84;
1000000002730;81;82300;0.192;18;85;
1000000002731;82;82310;0.192;19;86;
1000000002732;83;82320;0.192;20;87;
1000000002733;84;82330;0.192;21;88;
1000000002734;85;82340;0.192;22;89;
1000000002735;86;82350;0.192;23;90;
1000000002736;87;82360;0.191;24;91;
1000000002737;88;82370;0.191;25;92;
1000000002738;89;82380;0.191;26;93;
1000000002739;90;82390;0.191;27;94;
1000000002740;91;82400;0.191;28;95;
1000000002741;92;82410;0.191;29;96;
1000000002742;93;82420;0.191;30;97;
1000000002743;94;82430;0.191;31;98;
1000000002744;95;82440;0.191;32;99;
1000000002745;96;82450;0.191;33;100;
1000000002746;97;82460;0.191;34;101;
1000000002747;98;82470;0.191;35;102;
1000000002748;99;82480;0.191;36;103;
1000000002749;100;82490;0.191;10;104;
1000000002750;101;82500;0.191;11;105;
1000000002751;102;82510;0.191;12;106;
1000000002752;103;82520;0.191;13;50;
1000000002753;104;82530;0.191;14;51;
1000000002754;105;82540;0.191;15;52;
1000000002755;106;82550;0.191;16;53;
1000000002756;107;82560;0.191;17;54;
1000000002757;108;82570;0.191;18;55;
1000000002758;109;82580;0.190;19;56;
1000000002759;110;82590;0.190;20;57;
1000000002760;111;82600;0.190;21;58;
1000000002761;112;82610;0.190;22;59;
1000000002762;113;82620;0.190;23;60;
1000000002763;114;82630;0.190;24;61;
1000000002764;115;82640;0.190;25;62;
1000000002765;116;82650;0.190;26;63;
1000000002766;117;82660;0.190;27;64;
1000000002767;118;82670;0.190;28;65;
1000000002768;119;82680;0.190;29;66;
1000000002769;120;82690;0.190;30;67;
1000000002770;121;82700;0.190;31;68;
1000000002771;122;82710;0.190;32;69;
1000000002772;123;82720;0.190;33;70;
1000000002773;124;82730;0.190;34;71;
1000000002774;125;82740;0.190;35;72;
1000000002775;126;82750;0.190;36;73;
1000000002776;127;82760;0.190;10;74;
1000000002777;128;82770;0.190;11;75;
1000000002778;129;82780;0.190;12;76;
1000000002779;130;82790;0.190;13;77;
1000000002780;131;82800;0.189;14;78;
1000000002781;132;82810;0.189;15;79;
1000000002782;133;82820;0.189;16;80;
1000000002783;134;82830;0.189;17;81;
1000000002784;135;82840;0.189;18;82;
1000000002785;136;82850;0.189;19;83;
1000000002786;137;82860;0.189;20;84;
1000000002787;138;82870;0.189;21;85;
1000000002788;139;82880;0.189;22;86;
1000000002789;140;82890;0.189;23;87;
1000000002790;141;82900;0.189;24;88;
1000000002791;142;82910;0.189;25;89;
1000000002792;143;82920;0.189;26;90;
1000000002793;144;82930;0.189;27;91;
1000000002794;145;82940;0.189;28;92;
1000000002795;146;82950;0.189;29;93;
1000000002796;147;82960;0.189;30;94;
1000000002797;148;82970;0.189;31;95;
1000000002798;149;82980;0.189;32;96;
1000000002799;150;82990;0.189;33;97;
1000000002800;1;83000;0.189;34;98;
1000000002801;2;83010;0.189;35;99;
1000000002802;3;83020;0.189;36;100;
1000000002803;4;83030;0.188;10;101;
1000000002804;5;83040;0.188;11;102;
1000000002805;6;83050;0.188;12;103;
1000000002806;7;83060;0.188;13;104;
1000000002807;8;83070;0.188;14;105;
1000000002808;9;83080;0.188;15;106;
1000000002809;10;83090;0.188;16;50;
1000000002810;11;83100;0.188;17;51;
1000000002811;12;83110;0.188;18;52;
1000000002812;13;83120;0.188;19;53;
1000000002813;14;83130;0.188;20;54;
1000000002814;15;83140;0.188;21;55;
1000000002815;16;83150;0.188;22;56;
1000000002816;17;83160;0.188;23;57;
1000000002817;18;83170;0.188;24;58;
1000000002818;19;83180;0.188;25;59;
1000000002819;20;83190;0.188;26;60;
1000000002820;21;83200;0.188;27;61;
1000000002821;22;83210;0.188;28;62;
1000000002822;23;83220;0.188;29;63;
1000000002823;24;83230;0.188;30;64;
1000000002824;25;83240;0.188;31;65;
1000000002825;26;83250;0.188;32;66;
1000000002826;27;83260;0.187;33;67;
1000000002827;28;83270;0.187;34;68;
1000000002828;29;83280;0.187;35;69;
1000000002829;30;83290;0.187;36;70;
1000000002830;31;83300;0.187;10;71;
1000000002831;32;83310;0.187;11;72;
1000000002832;33;83320;0.187;12;73;
1000000002833;34;83330;0.187;13;74;
1000000002834;35;83340;0.187;14;75;
1000000002835;36;83350;0.187;15;76;
1000000002836;37;83360;0.187;16;77;
1000000002837;38;83370;0.187;17;78;
1000000002838;39;83380;0.187;18;79;
1000000002839;40;83390;0.187;19;80;
1000000002840;41;83400;0.187;20;81;
1000000002841;42;83410;0.187;21;82;
1000000002842;43;83420;0.187;22;83;
1000000002843;44;83430;0.187;23;84;
1000000002844;45;83440;0.187;24;85;
1000000002845;46;83450;0.187;25;86;
1000000002846;47;83460;0.187;26;87;
1000000002847;48;83470;0.187;27;88;
1000000002848;49;83480;0.187;28;89;
1000000002849;50;83490;0.187;29;90;
1000000002850;51;83500;0.186;30;91;
1000000002851;52;83510;0.186;31;92;
1000000002852;53;83520;0.186;32;93;
1000000002853;54;83530;0.186;33;94;
1000000002854;55;83540;0.186;34;95;
1000000002855;56;83550;0.186;35;96;
1000000002856;57;83560;0.186;36;97;
1000000002857;58;83570;0.186;10;98;
1000000002858;59;83580;0.186;11;99;
1000000002859;60;83590;0.186;12;100;
1000000002860;61;83600;0.186;13;101;
1000000002861;62;83610;0.186;14;102;
1000000002862;63;83620;0.186;15;103;
1000000002863;64;83630;0.186;16;104;
1000000002864;65;83640;0.186;17;105;
1000000002865;66;83650;0.186;18;106;
1000000002866;67;83660;0.186;19;50;
1000000002867;68;83670;0.186;20;51;
1000000002868;69;83680;0.186;21;52;
1000000002869;70;83690;0.186;22;53;
1000000002870;71;83700;0.186;23;54;
1000000002871;72;83710;0.186;24;55;
1000000002872;73;83720;0.186;25;56;
1000000002873;74;83730;0.185;26;57;
1000000002874;75;83740;0.185;27;58;
1000000002875;76;83750;0.185;28;59;
1000000002876;77;83760;0.185;29;60;
1000000002877;78;83770;0.185;30;61;
1000000002878;79;83780;0.185;31;62;
1000000002879;80;83790;0.185;32;63;
1000000002880;81;83800;0.185;33;64;
1000000002881;82;83810;0.185;34;65;
1000000002882;83;83820;0.185;35;66;
1000000002883;84;83830;0.185;36;67;
1000000002884;85;83840;0.185;10;68;
1000000002885;86;83850;0.185;11;69;
1000000002886;87;83860;0.185;12;70;
1000000002887;88;83870;0.185;13;71;
1000000002888;89;83880;0.185;14;72;
1000000002889;90;83890;0.185;15;73;
1000000002890;91;83900;0.185;16;74;
1000000002891;92;83910;0.185;17;75;
1000000002892;93;83920;0.185;18;76;
1000000002893;94;83930;0.185;19;77;
1000000002894;95;83940;0.185;20;78;
1000000002895;96;83950;0.185;21;79;
1000000002896;97;83960;0.185;22;80;
1000000002897;98;83970;0.185;23;81;
1000000002898;99;83980;0.184;24;82;
1000000002899;100;83990;0.184;25;83;
1000000002900;101;84000;0.184;26;84;
1000000002901;102;84010;0.184;27;85;
1000000002902;103;84020;0.184;28;86;
1000000002903;104;84030;0.184;29;87;
1000000002904;105;84040;0.184;30;88;
1000000002905;106;84050;0.184;31;89;
1000000002906;107;84060;0.184;32;90;
1000000002907;108;84070;0.184;33;91;
1000000002908;109;84080;0.184;34;92;
1000000002909;110;84090;0.184;35;93;
1000000002910;111;84100;0.184;36;94;
1000000002911;112;84110;0.184;10;95;
1000000002912;113;84120;0.184;11;96;
1000000002913;114;84130;0.184;12;97;
1000000002914;115;84140;0.184;13;98;
1000000002915;116;84150;0.184;14;99;
1000000002916;117;84160;0.184;15;100;
1000000002917;118;84170;0.184;16;101;
1000000002918;119;84180;0.184;17;102;
1000000002919;120;84190;0.184;18;103;
1000000002920;121;84200;0.184;19;104;
1000000002921;122;84210;0.184;20;105;
1000000002922;123;84220;0.183;21;106;
1000000002923;124;84230;0.183;22;50;
1000000002924;125;84240;0.183;23;51;
1000000002925;126;84250;0.183;24;52;
1000000002926;127;84260;0.183;25;53;
1000000002927;128;84270;0.183;26;54;
1000000002928;129;84280;0.183;27;55;
1000000002929;130;84290;0.183;28;56;
1000000002930;131;84300;0.183;29;57;
1000000002931;132;84310;0.183;30;58;
1000000002932;133;84320;0.183;31;59;
1000000002933;134;84330;0.183;32;60;
1000000002934;135;84340;0.183;33;61;
1000000002935;136;84350;0.183;34;62;
1000000002936;137;84360;0.183;35;63;
1000000002937;138;84370;0.183;36;64;
1000000002938;139;84380;0.183;10;65;
1000000002939;140;84390;0.183;11;66;
1000000002940;141;84400;0.183;12;67;
1000000002941;142;84410;0.183;13;68;
1000000002942;143;84420;0.183;14;69;
1000000002943;144;84430;0.183;15;70;
1000000002944;145;84440;0.183;16;71;
1000000002945;146;84450;0.183;17;72;
1000000002946;147;84460;0.183;18;73;
1000000002947;148;84470;0.182;19;74;
1000000002948;149;84480;0.182;20;75;
1000000002949;150;84490;0.182;21;76;
1000000002950;1;84500;0.182;22;77;
1000000002951;2;84510;0.182;23;78;
1000000002952;3;84520;0.182;24;79;
1000000002953;4;84530;0.182;25;80;
1000000002954;5;84540;0.182;26;81;
1000000002955;6;84550;0.182;27;82;
1000000002956;7;84560;0.182;28;83;
1000000002957;8;84570;0.182;29;84;
1000000002958;9;84580;0.182;30;85;
1000000002959;10;84590;0.182;31;86;
1000000002960;11;84600;0.182;32;87;
1000000002961;12;84610;0.182;33;88;
1000000002962;13;84620;0.182;34;89;
1000000002963;14;84630;0.182;35;90;
1000000002964;15;84640;0.182;36;91;
1000000002965;16;84650;0.182;10;92;
1000000002966;17;84660;0.182;11;93;
1000000002967;18;84670;0.182;12;94;
1000000002968;19;84680;0.182;13;95;
1000000002969;20;84690;0.182;14;96;
1000000002970;21;84700;0.182;15;97;
1000000002971;22;84710;0.182;16;98;
1000000002972;23;84720;0.182;17;99;
1000000002973;24;84730;0.181;18;100;
1000000002974;25;84740;0.181;19;101;
1000000002975;26;84750;0.181;20;102;
1000000002976;27;84760;0.181;21;103;
1000000002977;28;84770;0.181;22;104;
1000000002978;29;84780;0.181;23;105;
1000000002979;30;84790;0.181;24;106;
1000000002980;31;84800;0.181;25;50;
1000000002981;32;84810;0.181;26;51;
1000000002982;33;84820;0.181;27;52;
1000000002983;34;84830;0.181;28;53;
1000000002984;35;84840;0.181;29;54;
1000000002985;36;84850;0.181;30;55;
1000000002986;37;84860;0.181;31;56;
1000000002987;38;84870;0.181;32;57;
1000000002988;39;84880;0.181;33;58;
1000000002989;40;84890;0.181;34;59;
1000000002990;41;84900;0.181;35;60;
1000000002991;42;84910;0.181;36;61;
1000000002992;43;84920;0.181;10;62;
1000000002993;44;84930;0.181;11;63;
1000000002994;45;84940;0.181;12;64;
1000000002995;46;84950;0.181;13;65;
1000000002996;47;84960;0.181;14;66;
1000000002997;48;84970;0.181;15;67;
1000000002998;49;84980;0.181;16;68;
1000000002999;50;84990;0.180;17;69;
1000000003000;51;85000;0.180;18;70;
1000000003001;52;85010;0.180;19;71;
1000000003002;53;85020;0.180;20;72;
1000000003003;54;85030;0.180;21;73;
1000000003004;55;85040;0.180;22;74;
1000000003005;56;85050;0.180;23;75;
1000000003006;57;85060;0.180;24;76;
1000000003007;58;85070;0.180;25;77;
1000000003008;59;85080;0.180;26;78;
1000000003009;60;85090;0.180;27;79;
1000000003010;61;85100;0.180;28;80;
1000000003011;62;85110;0.180;29;81;
1000000003012;63;85120;0.180;30;82;
1000000003013;64;85130;0.180;31;83;
1000000003014;65;85140;0.180;32;84;
1000000003015;66;85150;0.180;33;85;
1000000003016;67;85160;0.180;34;86;
1000000003017;68;85170;0.180;35;87;
1000000003018;69;85180;0.180;36;88;
1000000003019;70;85190;0.180;10;89;
1000000003020;71;85200;0.180;11;90;
1000000003021;72;85210;0.180;12;91;
1000000003022;73;85220;0.180;13;92;
1000000003023;74;85230;0.180;14;93;
1000000003024;75;85240;0.180;15;94;
1000000003025;76;85250;0.179;16;95;
1000000003026;77;85260;0.179;17;96;
1000000003027;78;85270;0.179;18;97;
1000000003028;79;85280;0.179;19;98;
1000000003029;80;85290;0.179;20;99;
1000000003030;81;85300;0.179;21;100;
1000000003031;82;85310;0.179;22;101;
1000000003032;83;85320;0.179;23;102;
1000000003033;84;85330;0.179;24;103;
1000000003034;85;85340;0.179;25;104;
1000000003035;86;85350;0.179;26;105;
1000000003036;87;85360;0.179;27;106;
1000000003037;88;85370;0.179;28;50;
1000000003038;89;85380;0.179;29;51;
1000000003039;90;85390;0.179;30;52;
1000000003040;91;85400;0.179;31;53;
1000000003041;92;85410;0.179;32;54;
1000000003042;93;85420;0.179;33;55;
1000000003043;94;85430;0.179;34;56;
1000000003044;95;85440;0.179;35;57;
1000000003045;96;85450;0.179;36;58;
1000000003046;97;85460;0.179;10;59;
1000000003047;98;85470;0.179;11;60;
1000000003048;99;85480;0.179;12;61;
1000000003049;100;85490;0.179;13;62;
1000000003050;101;85500;0.179;14;63;
1000000003051;102;85510;0.179;15;64;
1000000003052;103;85520;0.178;16;65;
1000000003053;104;85530;0.178;17;66;
1000000003054;105;85540;0.178;18;67;
1000000003055;106;85550;0.178;19;68;
1000000003056;107;85560;0.178;20;69;
1000000003057;108;85570;0.178;21;70;
1000000003058;109;85580;0.178;22;71;
1000000003059;110;85590;0.178;23;72;
1000000003060;111;85600;0.178;24;73;
1000000003061;112;85610;0.178;25;74;
1000000003062;113;85620;0.178;26;75;
1000000003063;114;85630;0.178;27;76;
1000000003064;115;85640;0.178;28;77;
1000000003065;116;85650;0.178;29;78;
1000000003066;117;85660;0.178;30;79;
1000000003067;118;85670;0.178;31;80;
1000000003068;119;85680;0.178;32;81;
1000000003069;120;85690;0.178;33;82;
1000000003070;121;85700;0.178;34;83;
1000000003071;122;85710;0.178;35;84;
1000000003072;123;85720;0.178;36;85;
1000000003073;124;85730;0.178;10;86;
1000000003074;125;85740;0.178;11;87;
1000000003075;126;85750;0.178;12;88;
1000000003076;127;85760;0.178;13;89;
1000000003077;128;85770;0.178;14;90;
1000000003078;129;85780;0.178;15;91;
1000000003079;130;85790;0.178;16;92;
1000000003080;131;85800;0.177;17;93;
1000000003081;132;85810;0.177;18;94;
1000000003082;133;85820;0.177;19;95;
1000000003083;134;85830;0.177;20;96;
1000000003084;135;85840;0.177;21;97;
1000000003085;136;85850;0.177;22;98;
1000000003086;137;85860;0.177;23;99;
1000000003087;138;85870;0.177;24;100;
1000000003088;139;85880;0.177;25;101;
1000000003089;140;85890;0.177;26;102;
1000000003090;141;85900;0.177;27;103;
1000000003091;142;85910;0.177;28;104;
1000000003092;143;85920;0.177;29;105;
1000000003093;144;85930;0.177;30;106;
1000000003094;145;85940;0.177;31;50;
1000000003095;146;85950;0.177;32;51;
1000000003096;147;85960;0.177;33;52;
1000000003097;148;85970;0.177;34;53;
1000000003098;149;85980;0.177;35;54;
1000000003099;150;85990;0.177;36;55;
1000000003100;1;86000;0.177;10;56;
1000000003101;2;86010;0.177;11;57;
1000000003102;3;86020;0.177;12;58;
1000000003103;4;86030;0.177;13;59;
1000000003104;5;86040;0.177;14;60;
1000000003105;6;86050;0.177;15;61;
1000000003106;7;86060;0.177;16;62;
1000000003107;8;86070;0.176;17;63;
1000000003108;9;86080;0.176;18;64;
1000000003109;10;86090;0.176;19;65;
1000000003110;11;86100;0.176;20;66;
1000000003111;12;86110;0.176;21;67;
1000000003112;13;86120;0.176;22;68;
1000000003113;14;86130;0.176;23;69;
1000000003114;15;86140;0.176;24;70;
1000000003115;16;86150;0.176;25;71;
1000000003116;17;86160;0.176;26;72;
1000000003117;18;86170;0.176;27;73;
1000000003118;19;86180;0.176;28;74;
1000000003119;20;86190;0.176;29;75;
1000000003120;21;86200;0.176;30;76;
1000000003121;22;86210;0.176;31;77;
1000000003122;23;86220;0.176;32;78;
1000000003123;24;86230;0.176;33;79;
1000000003124;25;86240;0.176;34;80;
1000000003125;26;86250;0.176;35;81;
1000000003126;27;86260;0.176;36;82;
1000000003127;28;86270;0.176;10;83;
1000000003128;29;86280;0.176;11;84;
1000000003129;30;86290;0.176;12;85;
1000000003130;31;86300;0.176;13;86;
1000000003131;32;86310;0.176;14;87;
1000000003132;33;86320;0.176;15;88;
1000000003133;34;86330;0.176;16;89;
1000000003134;35;86340;0.176;17;90;
1000000003135;36;86350;0.176;18;91;
1000000003136;37;86360;0.175;19;92;
1000000003137;38;86370;0.175;20;93;
1000000003138;39;86380;0.175;21;94;
1000000003139;40;86390;0.175;22;95;
1000000003140;41;86400;0.175;23;96;
1000000003141;42;86410;0.175;24;97;
1000000003142;43;86420;0.175;25;98;
1000000003143;44;86430;0.175;26;99;
1000000003144;45;86440;0.175;27;100;
1000000003145;46;86450;0.175;28;101;
1000000003146;47;86460;0.175;29;102;
1000000003147;48;86470;0.175;30;103;
1000000003148;49;86480;0.175;31;104;
1000000003149;50;86490;0.175;32;105;
1000000003150;51;86500;0.175;33;106;
1000000003151;52;86510;0.175;34;50;
1000000003152;53;86520;0.175;35;51;
1000000003153;54;86530;0.175;36;52;
1000000003154;55;86540;0.175;10;53;
1000000003155;56;86550;0.175;11;54;
1000000003156;57;86560;0.175;12;55;
1000000003157;58;86570;0.175;13;56;
1000000003158;59;86580;0.175;14;57;
1000000003159;60;86590;0.175;15;58;
1000000003160;61;86600;0.175;16;59;
1000000003161;62;86610;0.175;17;60;
1000000003162;63;86620;0.175;18;61;
1000000003163;64;86630;0.175;19;62;
1000000003164;65;86640;0.175;20;63;
1000000003165;66;86650;0.174;21;64;
1000000003166;67;86660;0.174;22;65;
1000000003167;68;86670;0.174;23;66;
1000000003168;69;86680;0.174;24;67;
1000000003169;70;86690;0.174;25;68;
1000000003170;71;86700;0.174;26;69;
1000000003171;72;86710;0.174;27;70;
1000000003172;73;86720;0.174;28;71;
1000000003173;74;86730;0.174;29;72;
1000000003174;75;86740;0.174;30;73;
1000000003175;76;86750;0.174;31;74;
1000000003176;77;86760;0.174;32;75;
1000000003177;78;86770;0.174;33;76;
1000000003178;79;86780;0.174;34;77;
1000000003179;80;86790;0.174;35;78;
1000000003180;81;86800;0.174;36;79;
1000000003181;82;86810;0.174;10;80;
1000000003182;83;86820;0.174;11;81;
1000000003183;84;86830;0.174;12;82;
1000000003184;85;86840;0.174;13;83;
1000000003185;86;86850;0.174;14;84;
1000000003186;87;86860;0.174;15;85;
1000000003187;88;86870;0.174;16;86;
1000000003188;89;86880;0.174;17;87;
1000000003189;90;86890;0.174;18;88;
1000000003190;91;86900;0.174;19;89;
1000000003191;92;86910;0.174;20;90;
1000000003192;93;86920;0.174;21;91;
1000000003193;94;86930;0.174;22;92;
1000000003194;95;86940;0.173;23;93;
1000000003195;96;86950;0.173;24;94;
1000000003196;97;86960;0.173;25;95;
1000000003197;98;86970;0.173;26;96;
1000000003198;99;86980;0.173;27;97;
1000000003199;100;86990;0.173;28;98;
1000000003200;101;87000;0.173;29;99;
1000000003201;102;87010;0.173;30;100;
1000000003202;103;87020;0.173;31;101;
1000000003203;104;87030;0.173;32;102;
1000000003204;105;87040;0.173;33;103;
1000000003205;106;87050;0.173;34;104;
1000000003206;107;87060;0.173;35;105;
1000000003207;108;87070;0.173;36;106;
1000000003208;109;87080;0.173;10;50;
1000000003209;110;87090;0.173;11;51;
1000000003210;111;87100;0.173;12;52;
1000000003211;112;87110;0.173;13;53;
1000000003212;113;87120;0.173;14;54;
1000000003213;114;87130;0.173;15;55;
1000000003214;115;87140;0.173;16;56;
1000000003215;116;87150;0.173;17;57;
1000000003216;117;87160;0.173;18;58;
1000000003217;118;87170;0.173;19;59;
1000000003218;119;87180;0.173;20;60;
1000000003219;120;87190;0.173;21;61;
1000000003220;121;87200;0.173;22;62;
1000000003221;122;87210;0.173;23;63;
1000000003222;123;87220;0.173;24;64;
1000000003223;124;87230;0.173;25;65;
1000000003224;125;87240;0.172;26;66;
1000000003225;126;87250;0.172;27;67;
1000000003226;127;87260;0.172;28;68;
1000000003227;128;87270;0.172;29;69;
1000000003228;129;87280;0.172;30;70;
1000000003229;130;87290;0.172;31;71;
1000000003230;131;87300;0.172;32;72;
1000000003231;132;87310;0.172;33;73;
1000000003232;133;87320;0.172;34;74;
1000000003233;134;87330;0.172;35;75;
1000000003234;135;87340;0.172;36;76;
1000000003235;136;87350;0.172;10;77;
1000000003236;137;87360;0.172;11;78;
1000000003237;138;87370;0.172;12;79;
1000000003238;139;87380;0.172;13;80;
1000000003239;140;87390;0.172;14;81;
1000000003240;141;87400;0.172;15;82;
1000000003241;142;87410;0.172;16;83;
1000000003242;143;87420;0.172;17;84;
1000000003243;144;87430;0.172;18;85;
1000000003244;145;87440;0.172;19;86;
1000000003245;146;87450;0.172;20;87;
1000000003246;147;87460;0.172;21;88;
1000000003247;148;87470;0.172;22;89;
1000000003248;149;87480;0.172;23;90;
1000000003249;150;87490;0.172;24;91;
1000000003250;1;87500;0.172;25;92;
1000000003251;2;87510;0.172;26;93;
1000000003252;3;87520;0.172;27;94;
1000000003253;4;87530;0.172;28;95;
1000000003254;5;87540;0.171;29;96;
1000000003255;6;87550;0.171;30;97;
1000000003256;7;87560;0.171;31;98;
1000000003257;8;87570;0.171;32;99;
1000000003258;9;87580;0.171;33;100;
1000000003259;10;87590;0.171;34;101;
1000000003260;11;87600;0.171;35;102;
1000000003261;12;87610;0.171;36;103;
1000000003262;13;87620;0.171;10;104;
1000000003263;14;87630;0.171;11;105;
1000000003264;15;87640;0.171;12;106;
1000000003265;16;87650;0.171;13;50;
1000000003266;17;87660;0.171;14;51;
1000000003267;18;87670;0.171;15;52;
1000000003268;19;87680;0.171;16;53;
1000000003269;20;87690;0.171;17;54;
1000000003270;21;87700;0.171;18;55;
1000000003271;22;87710;0.171;19;56;
1000000003272;23;87720;0.171;20;57;
1000000003273;24;87730;0.171;21;58;
1000000003274;25;87740;0.171;22;59;
1000000003275;26;87750;0.171;23;60;
1000000003276;27;87760;0.171;24;61;
1000000003277;28;87770;0.171;25;62;
1000000003278;29;87780;0.171;26;63;
1000000003279;30;87790;0.171;27;64;
1000000003280;31;87800;0.171;28;65;
1000000003281;32;87810;0.171;29;66;
1000000003282;33;87820;0.171;30;67;
1000000003283;34;87830;0.171;31;68;
1000000003284;35;87840;0.171;32;69;
1000000003285;36;87850;0.171;33;70;
1000000003286;37;87860;0.170;34;71;
1000000003287;38;87870;0.170;35;72;
1000000003288;39;87880;0.170;36;73;
1000000003289;40;87890;0.170;10;74;
1000000003290;41;87900;0.170;11;75;
1000000003291;42;87910;0.170;12;76;
1000000003292;43;87920;0.170;13;77;
1000000003293;44;87930;0.170;14;78;
1000000003294;45;87940;0.170;15;79;
1000000003295;46;87950;0.170;16;80;
