IDSUCURSAL;CODIGOBARRASPRODUCTO;IDCATEGORIAPROD;IDTIPOPROD;CAPAVOL;CAPAPESO;CANTIDAD;TIPOALMA;NIVELREAVAST;;;Aleatorio;"""(ENTERO(ALEATORIO()*200)+100)"""
120;1000000003039;3;3;1532387;206590795;323;2;30;;;433;
121;1000000003040;4;4;357540;48204270;91;1;7;;;101;
121;1000000003041;5;5;1710303;230596275;348;2;57;;;483;
122;1000000003042;6;6;1466388;197718120;245;1;41;;;414;
122;1000000003043;7;7;694428;93636060;117;2;21;;;196;
123;1000000003044;8;8;1293560;174429850;6;1;14;;;365;
123;1000000003045;9;9;1173395;158232895;54;2;9;;;331;
124;1000000003046;1;1;528354;71251800;107;1;29;;;149;
124;1000000003047;2;2;631366;85147190;3;2;8;;;178;
125;1000000003048;3;3;1688848;227770760;271;1;9;;;476;
125;1000000003049;4;4;1128582;152215470;213;2;44;;;318;
126;1000000003050;5;5;518300;69907720;136;1;10;;;146;
126;1000000003051;6;6;454528;61308800;56;2;6;;;128;
127;1000000003052;7;7;1417248;191172870;57;1;35;;;399;
127;1000000003053;8;8;522291;70454895;36;2;26;;;147;
128;1000000003054;9;9;483344;65203840;131;1;24;;;136;
128;1000000003055;1;1;693225;93521025;22;2;23;;;195;
129;1000000003056;2;2;1276604;172230250;354;1;35;;;359;
129;1000000003057;3;3;995960;134373400;223;2;14;;;280;
130;1000000003058;4;4;462540;62407800;18;1;20;;;130;
130;1000000003059;5;5;1245650;168075250;175;2;38;;;350;
131;1000000003060;6;6;1292280;174374310;47;1;43;;;363;
131;1000000003061;7;7;473613;63909825;102;2;17;;;133;
132;1000000003062;8;8;972426;131225640;146;1;35;;;273;
132;1000000003063;9;9;794549;107226205;139;2;13;;;223;
133;1000000003064;1;1;563112;75996420;82;1;18;;;158;
133;1000000003065;2;2;1408175;190052275;387;2;15;;;395;
134;1000000003066;3;3;1251666;168936300;235;1;31;;;351;
134;1000000003067;4;4;1066533;143955045;282;2;29;;;299;
135;1000000003068;5;5;1380816;186383070;367;1;65;;;387;
135;1000000003069;6;6;660265;89126525;90;2;33;;;185;
136;1000000003070;7;7;1174530;158551680;161;1;46;;;329;
136;1000000003071;8;8;785620;106056500;51;2;28;;;220;
137;1000000003072;9;9;621528;83908020;151;1;33;;;174;
137;1000000003073;1;1;585972;79111140;89;2;21;;;164;
138;1000000003074;2;2;1182994;159720740;47;1;59;;;331;
138;1000000003075;3;3;1412125;190664525;321;2;67;;;395;
139;1000000003076;4;4;1040616;140509350;55;1;37;;;291;
139;1000000003077;5;5;1037330;140071450;187;2;26;;;290;
140;1000000003078;6;6;815784;110160480;157;1;29;;;228;
140;1000000003079;7;7;1721499;232474515;414;2;81;;;481;
141;1000000003080;8;8;483300;65268450;22;1;27;;;135;
141;1000000003081;9;9;873764;118004500;51;2;34;;;244;
142;1000000003082;1;1;745056;100626240;175;1;22;;;208;
142;1000000003083;2;2;555365;75009925;153;2;21;;;155;
143;1000000003084;3;3;881664;119086140;158;1;39;;;246;
143;1000000003085;4;4;1315695;177717915;128;2;51;;;367;
144;1000000003086;5;5;720786;97364400;187;1;22;;;201;
144;1000000003087;6;6;835771;112901315;128;2;37;;;233;
145;1000000003088;7;7;358800;48471000;52;1;7;;;100;
145;1000000003089;8;8;581418;78548130;148;2;1;;;162;
146;1000000003090;9;9;1195470;161511660;165;1;9;;;333;
146;1000000003091;1;1;1781136;240646800;12;2;19;;;496;
147;1000000003092;2;2;1048864;141716360;42;1;2;;;292;
147;1000000003093;3;3;679077;91756665;40;2;26;;;189;
148;1000000003094;4;4;711612;96156720;67;1;35;;;198;
148;1000000003095;5;5;1171970;158369170;71;2;26;;;326;
149;1000000003096;6;6;435116;58799950;99;1;21;;;121;
149;1000000003097;7;7;967593;130762245;170;2;10;;;269;
150;1000000003098;8;8;1212526;163869620;106;1;64;;;337;
150;1000000003099;9;9;568642;76853570;136;2;26;;;158;
1;1000000003100;1;1;1645200;222362490;411;1;4;;;457;
1;1000000003101;2;2;1141517;154291825;63;2;57;;;317;
2;1000000003102;3;3;1127426;152393440;303;1;25;;;313;
2;1000000003103;4;4;1790691;242056395;159;2;79;;;497;
3;1000000003104;5;5;1340688;181234680;28;1;33;;;372;
3;1000000003105;6;6;1542940;208583660;389;2;25;;;428;
4;1000000003106;7;7;1171950;158437500;55;1;48;;;325;
4;1000000003107;8;8;1064065;143858225;14;2;41;;;295;
5;1000000003108;9;9;1450416;196099620;251;1;76;;;402;
5;1000000003109;1;1;743454;100520790;161;2;8;;;206;
6;1000000003110;2;2;826690;111779480;59;1;25;;;229;
6;1000000003111;3;3;1278294;172849350;169;2;60;;;354;
7;1000000003112;4;4;1145004;154832310;303;1;6;;;317;
7;1000000003113;5;5;1795661;242826745;6;2;59;;;497;
8;1000000003114;6;6;787852;106545320;214;1;10;;;218;
8;1000000003115;7;7;1117035;151068555;9;2;24;;;309;
9;1000000003116;8;8;799136;108080050;97;1;44;;;221;
9;1000000003117;9;9;368934;49898910;44;2;8;;;102;
10;1000000003118;1;1;1505088;203573760;183;1;33;;;416;
10;1000000003119;2;2;814275;110140875;44;2;36;;;225;
11;1000000003120;3;3;1194600;161591100;34;1;23;;;330;
11;1000000003121;4;4;630054;85229550;66;2;12;;;174;
12;1000000003122;5;5;492592;66637280;6;1;13;;;136;
12;1000000003123;6;6;1757155;237715475;348;2;38;;;485;
13;1000000003124;7;7;786408;106392930;123;1;10;;;217;
13;1000000003125;8;8;870000;117706800;68;2;2;;;240;
14;1000000003126;9;9;1606318;217335800;144;1;53;;;443;
14;1000000003127;1;1;1327482;179616330;48;2;29;;;366;
15;1000000003128;2;2;1204496;162982120;47;1;56;;;332;
15;1000000003129;3;3;1375391;186113635;40;2;30;;;379;
16;1000000003130;4;4;1473780;199435320;398;1;48;;;406;
16;1000000003131;5;5;551912;74689000;110;2;1;;;152;
17;1000000003132;6;6;1623504;219713910;50;1;84;;;447;
17;1000000003133;7;7;835590;113087550;101;2;18;;;230;
18;1000000003134;8;8;1319142;178537920;280;1;47;;;363;
18;1000000003135;9;9;723365;97907005;40;2;11;;;199;
19;1000000003136;1;1;658116;89079150;89;1;32;;;181;
19;1000000003137;2;2;1323868;179199020;305;2;54;;;364;
20;1000000003138;3;3;942242;127547140;24;1;23;;;259;
20;1000000003139;4;4;1011642;136946970;200;2;5;;;278;
21;1000000003140;5;5;546000;73915500;149;1;28;;;150;
21;1000000003141;6;6;1387221;187804425;29;2;7;;;381;
22;1000000003142;7;7;1693530;229282200;255;1;32;;;465;
22;1000000003143;8;8;1351553;182990185;340;2;55;;;371;
23;1000000003144;9;9;499228;67594430;6;1;6;;;137;
23;1000000003145;1;1;893025;120918525;82;2;34;;;245;
24;1000000003146;2;2;864102;117006900;157;1;28;;;237;
24;1000000003147;3;3;995631;134822415;51;2;19;;;273;
25;1000000003148;4;4;1371648;185747760;76;1;11;;;376;
25;1000000003149;5;5;550999;74618915;51;2;4;;;151;
26;1000000003150;6;6;1186250;160654000;156;1;45;;;325;
26;1000000003151;7;7;1058790;143397750;161;2;40;;;290;
27;1000000003152;8;8;642752;87054880;66;1;31;;;176;
27;1000000003153;9;9;1647503;223148035;172;2;63;;;451;
28;1000000003154;1;1;796572;107896920;109;1;23;;;218;
28;1000000003155;2;2;731000;99019000;35;2;38;;;200;
29;1000000003156;3;3;1630576;220881500;157;1;53;;;446;
29;1000000003157;4;4;1784616;241757640;317;2;73;;;488;
30;1000000003158;5;5;1046188;141730160;154;1;48;;;286;
30;1000000003159;6;6;1357489;183910265;204;2;44;;;371;
31;1000000003160;7;7;1690920;229091940;328;1;64;;;462;
31;1000000003161;8;8;1178842;159720050;145;2;3;;;322;
32;1000000003162;9;9;871556;118090840;193;1;47;;;238;
32;1000000003163;1;1;1076922;145922490;70;2;41;;;294;
33;1000000003164;2;2;1157824;156890840;236;1;6;;;316;
33;1000000003165;3;3;656035;88899455;73;2;35;;;179;
34;1000000003166;4;4;1319760;178848000;122;1;64;;;360;
34;1000000003167;5;5;1536473;208224145;81;2;8;;;419;
35;1000000003168;6;6;1089396;147641670;24;1;35;;;297;
35;1000000003169;7;7;454956;61660860;112;2;12;;;124;
36;1000000003170;8;8;759690;102965940;193;1;2;;;207;
36;1000000003171;9;9;1060919;143799175;191;2;34;;;289;
37;1000000003172;1;1;1600992;217010280;193;1;4;;;436;
37;1000000003173;2;2;708889;96091805;50;2;30;;;193;
38;1000000003174;3;3;1293248;175310080;35;1;21;;;352;
38;1000000003175;4;4;929775;126043335;140;2;10;;;253;
39;1000000003176;5;5;974140;132062750;73;1;13;;;265;
39;1000000003177;6;6;647152;87736880;90;2;1;;;176;
40;1000000003178;7;7;868008;117683760;68;1;18;;;236;
40;1000000003179;8;8;1265576;171592360;226;2;30;;;344;
41;1000000003180;9;9;1593440;216054010;118;1;64;;;433;
41;1000000003181;1;1;1744794;236585250;134;2;66;;;474;
42;1000000003182;2;2;1251880;169755200;311;1;64;;;340;
42;1000000003183;3;3;537718;72917510;118;2;8;;;146;
43;1000000003184;4;4;821532;111408570;171;1;42;;;223;
43;1000000003185;5;5;1112870;150922990;142;2;15;;;302;
44;1000000003186;6;6;1802454;244451100;218;1;92;;;489;
44;1000000003187;7;7;1474800;200022000;81;2;12;;;400;
45;1000000003188;8;8;1261296;171071820;157;1;37;;;342;
45;1000000003189;9;9;778379;105577015;32;2;27;;;211;
46;1000000003190;1;1;605160;82085280;59;1;19;;;164;
46;1000000003191;2;2;1007643;136684275;221;2;8;;;273;
47;1000000003192;3;3;1764776;239396740;283;1;62;;;478;
47;1000000003193;4;4;1709859;231956055;63;2;87;;;463;
48;1000000003194;5;5;783128;106241680;101;1;38;;;212;
48;1000000003195;6;6;1599935;217060735;381;2;60;;;433;
49;1000000003196;7;7;1282512;174003150;334;1;3;;;347;
49;1000000003197;8;8;939038;127407670;74;2;40;;;254;
50;1000000003198;9;9;1608630;218265600;252;1;21;;;435;
50;1000000003199;1;1;969138;131501730;95;2;34;;;262;
51;1000000003200;2;2;381100;51713210;31;1;5;;;103;
51;1000000003201;3;3;1169516;158703100;39;2;63;;;316;
52;1000000003202;4;4;710784;96456960;0;1;34;;;192;
52;1000000003203;5;5;755412;102517140;63;2;32;;;204;
53;1000000003204;6;6;1385296;188006060;267;1;52;;;374;
53;1000000003205;7;7;1444950;196109550;355;2;78;;;390;
54;1000000003206;8;8;1452752;197176000;273;1;43;;;392;
54;1000000003207;9;9;1056495;143399175;197;2;11;;;285;
55;1000000003208;1;1;1056780;143443350;21;1;19;;;285;
55;1000000003209;2;2;678747;92134095;143;2;16;;;183;
56;1000000003210;3;3;671510;91155220;52;1;25;;;181;
56;1000000003211;4;4;1469556;199494900;1;2;7;;;396;
57;1000000003212;5;5;393472;53416580;72;1;9;;;106;
57;1000000003213;6;6;1637433;222301485;69;2;35;;;441;
58;1000000003214;7;7;597954;81182640;58;1;3;;;161;
58;1000000003215;8;8;1489715;202262395;299;2;36;;;401;
59;1000000003216;9;9;475648;64582400;46;1;14;;;128;
59;1000000003217;1;1;1338120;181693800;340;2;36;;;360;
60;1000000003218;2;2;639496;86835920;136;1;17;;;172;
60;1000000003219;3;3;446280;60601800;10;2;20;;;120;
61;1000000003220;4;4;1499160;203583510;382;1;40;;;403;
61;1000000003221;5;5;1365607;185454275;190;2;73;;;367;
62;1000000003222;6;6;856060;116260400;181;1;25;;;230;
62;1000000003223;7;7;1820547;247255515;273;2;63;;;489;
63;1000000003224;8;8;688940;93571150;43;1;27;;;185;
63;1000000003225;9;9;778525;105742505;25;2;4;;;209;
64;1000000003226;1;1;1814562;246470700;50;1;87;;;487;
64;1000000003227;2;2;696949;94669685;2;2;16;;;187;
65;1000000003228;3;3;898448;122044810;21;1;36;;;241;
65;1000000003229;4;4;1349898;183376530;0;2;28;;;362;
66;1000000003230;5;5;820600;111478400;100;1;26;;;220;
66;1000000003231;6;6;798434;108471250;177;2;27;;;214;
67;1000000003232;7;7;1220364;165798810;247;1;13;;;327;
67;1000000003233;8;8;1489467;202366815;13;2;7;;;399;
68;1000000003234;9;9;388336;52763360;38;1;2;;;104;
68;1000000003235;1;1;1845090;250702530;244;2;88;;;494;
69;1000000003236;2;2;1856792;252302050;72;1;94;;;497;
69;1000000003237;3;3;1763864;239683960;219;2;70;;;472;
70;1000000003238;4;4;1771812;240773040;183;1;14;;;474;
70;1000000003239;5;5;1779764;241862740;207;2;71;;;476;
71;1000000003240;6;6;744260;101145730;172;1;25;;;199;
71;1000000003241;7;7;1137264;154561200;175;2;21;;;304;
72;1000000003242;8;8;565042;76795580;104;1;19;;;151;
72;1000000003243;9;9;1542116;209598820;235;2;12;;;412;
73;1000000003244;1;1;838656;113991360;117;1;4;;;224;
73;1000000003245;2;2;561750;76356750;37;2;13;;;150;
74;1000000003246;3;3;1550844;210808800;404;1;41;;;414;
74;1000000003247;4;4;1491306;202723290;9;2;67;;;398;
75;1000000003248;5;5;565948;76936010;118;1;22;;;151;
75;1000000003249;6;6;543605;73901425;130;2;17;;;145;
76;1000000003250;7;7;1222500;166201320;298;1;55;;;326;
76;1000000003251;8;8;588907;80066075;107;2;18;;;157;
77;1000000003252;9;9;1827224;248433310;454;1;53;;;487;
77;1000000003253;1;1;1403622;190846590;189;2;18;;;374;
78;1000000003254;2;2;1028596;139860560;36;1;27;;;274;
78;1000000003255;3;3;1336780;181771820;40;2;64;;;356;
79;1000000003256;4;4;503304;68440500;120;1;20;;;134;
79;1000000003257;5;5;743886;101159190;173;2;13;;;198;
80;1000000003258;6;6;383316;52128120;53;1;16;;;102;
80;1000000003259;7;7;623994;84861690;136;2;33;;;166;
81;1000000003260;8;8;928720;126308390;216;1;32;;;247;
81;1000000003261;9;9;1564576;212794400;281;2;24;;;416;
82;1000000003262;1;1;635778;86473920;131;1;27;;;169;
82;1000000003263;2;2;613369;83429105;18;2;3;;;163;
83;1000000003264;3;3;542016;73726560;77;1;14;;;144;
83;1000000003265;4;4;790650;107550450;193;2;33;;;210;
84;1000000003266;5;5;1223950;166497500;270;1;29;;;325;
84;1000000003267;6;6;1559538;212156370;301;2;41;;;414;
85;1000000003268;7;7;1872696;254767170;309;1;34;;;497;
85;1000000003269;8;8;1243770;169212450;33;2;3;;;330;
86;1000000003270;9;9;1153620;156953520;158;1;58;;;306;
86;1000000003271;1;1;1723347;234475275;152;2;91;;;457;
87;1000000003272;2;2;818524;111370910;185;1;17;;;217;
87;1000000003273;3;3;1335642;181738290;192;2;53;;;354;
88;1000000003274;4;4;641580;87301800;167;1;18;;;170;
88;1000000003275;5;5;520950;70889910;34;2;11;;;138;
89;1000000003276;6;6;573952;78105200;80;1;28;;;152;
89;1000000003277;7;7;1416375;192751875;278;2;63;;;375;
90;1000000003278;8;8;1802106;245254320;41;1;76;;;477;
90;1000000003279;9;9;536618;73032730;2;2;14;;;142;
91;1000000003280;1;1;1504440;204759060;326;1;23;;;398;
91;1000000003281;2;2;767543;104468875;19;2;32;;;203;
92;1000000003282;3;3;537044;73098760;137;1;15;;;142;
92;1000000003283;4;4;1479153;201339585;302;2;62;;;391;
93;1000000003284;5;5;1494680;203460550;112;1;47;;;395;
93;1000000003285;6;6;1888715;257107255;183;2;84;;;499;
94;1000000003286;7;7;753414;102564600;186;1;19;;;199;
94;1000000003287;8;8;1321663;179928695;238;2;38;;;349;
95;1000000003288;9;9;1018972;138725990;221;1;24;;;269;
95;1000000003289;1;1;1405719;191385915;86;2;63;;;371;
96;1000000003290;2;2;1095310;149129780;22;1;34;;;289;
96;1000000003291;3;3;1596011;217309675;246;2;75;;;421;
97;1000000003292;4;4;1251360;170388900;189;1;46;;;330;
97;1000000003293;5;5;504469;68692505;127;2;5;;;133;
98;1000000003294;6;6;1248226;169974560;85;1;36;;;329;
98;1000000003295;7;7;512325;69767325;104;2;1;;;135;
99;1000000003296;8;8;1469052;200059650;356;1;77;;;387;
99;1000000003297;9;9;1894703;258035395;196;2;44;;;499;
100;1000000003298;1;1;1348290;183627300;100;1;60;;;355;
100;1000000003299;2;2;1865309;254050765;301;2;4;;;491;
101;1000000003300;3;3;1398400;190465760;171;1;44;;;368;
101;1000000003301;4;4;1706649;232458525;147;2;67;;;449;
102;1000000003302;5;5;1695692;230974480;329;1;80;;;446;
102;1000000003303;6;6;1707547;232597715;89;2;76;;;449;
103;1000000003304;7;7;1711800;233185500;228;1;58;;;450;
103;1000000003305;8;8;1133890;154466810;162;2;56;;;298;
104;1000000003306;9;9;1016202;138439500;107;1;24;;;267;
104;1000000003307;1;1;1016469;138480885;5;2;16;;;267;
105;1000000003308;2;2;1340416;182621120;129;1;10;;;352;
105;1000000003309;3;3;1070329;145829165;44;2;2;;;281;
106;1000000003310;4;4;1165860;158850720;3;1;39;;;306;
106;1000000003311;5;5;1177599;160455975;75;2;18;;;309;
107;1000000003312;6;6;628980;85705950;18;1;3;;;165;
107;1000000003313;7;7;1265916;172502220;188;2;49;;;332;
108;1000000003314;8;8;1510344;205817040;187;1;63;;;396;
108;1000000003315;9;9;507395;69146035;4;2;14;;;133;
109;1000000003316;1;1;702144;95689200;62;1;7;;;184;
109;1000000003317;2;2;1755820;239294300;17;2;4;;;460;
110;1000000003318;3;3;1091948;148822960;212;1;8;;;286;
110;1000000003319;4;4;1107510;150949350;39;2;26;;;290;
111;1000000003320;5;5;1485980;202540630;95;1;38;;;389;
111;1000000003321;6;6;1608641;219267325;48;2;16;;;421;
112;1000000003322;7;7;1211574;165150660;181;1;31;;;317;
112;1000000003323;8;8;542866;74001170;30;2;24;;;142;
113;1000000003324;9;9;550656;75065760;110;1;14;;;144;
113;1000000003325;1;1;872100;118889460;104;2;45;;;228;
114;1000000003326;2;2;1553356;211769600;100;1;44;;;406;
114;1000000003327;3;3;1863749;254094685;118;2;73;;;487;
115;1000000003328;4;4;1335972;182146590;20;1;45;;;349;
115;1000000003329;5;5;1095094;149310590;221;2;2;;;286;
116;1000000003330;6;6;865580;118021720;194;1;40;;;226;
116;1000000003331;7;7;1076511;146787375;168;2;16;;;281;
117;1000000003332;8;8;1322040;180272850;222;1;17;;;345;
117;1000000003333;9;9;843260;114990700;182;2;35;;;220;
118;1000000003334;1;1;578934;78948840;79;1;16;;;151;
118;1000000003335;2;2;1142830;155852510;147;2;20;;;298;
119;1000000003336;3;3;402780;54930750;68;1;11;;;105;
119;1000000003337;4;4;759726;103614390;174;2;19;;;198;
120;1000000003338;5;5;959500;130865000;117;1;37;;;250;
120;1000000003339;6;6;948233;129332905;149;2;44;;;247;
121;1000000003340;7;7;1086720;148226910;171;1;33;;;283;
121;1000000003341;8;8;499330;68110250;115;2;10;;;130;
122;1000000003342;9;9;1068076;145694240;59;1;11;;;278;
122;1000000003343;1;1;945378;128961810;181;2;4;;;246;
123;1000000003344;2;2;1014816;138438960;32;1;18;;;264;
123;1000000003345;3;3;1380355;188311655;181;2;39;;;359;
124;1000000003346;4;4;619206;84476700;34;1;30;;;161;
124;1000000003347;5;5;1061772;144859980;125;2;46;;;276;
125;1000000003348;6;6;658008;89776710;64;1;34;;;171;
125;1000000003349;7;7;465729;63544965;117;2;2;;;121;
126;1000000003350;8;8;469700;64089040;48;1;9;;;122;
126;1000000003351;9;9;1236171;168677475;133;2;44;;;321;
127;1000000003352;1;1;1529244;208675110;90;1;11;;;397;
127;1000000003353;2;2;859219;117250055;36;2;24;;;223;
128;1000000003354;3;3;755384;103084240;113;1;1;;;196;
128;1000000003355;4;4;1079400;147306600;147;2;16;;;280;
129;1000000003356;5;5;1577104;215236250;254;1;20;;;409;
129;1000000003357;6;6;971964;132654060;192;2;15;;;252;
130;1000000003358;7;7;802464;109524480;3;1;20;;;208;
130;1000000003359;8;8;1647793;224907305;407;2;59;;;427;
131;1000000003360;9;9;1343280;183350760;299;1;17;;;348;
131;1000000003361;1;1;444015;60607875;78;2;23;;;115;
132;1000000003362;2;2;1610454;219834060;248;1;66;;;417;
132;1000000003363;3;3;1452488;198277960;87;2;67;;;376;
133;1000000003364;4;4;1731072;236315520;441;1;44;;;448;
133;1000000003365;5;5;885085;120830705;217;2;41;;;229;
134;1000000003366;6;6;467786;63863800;32;1;9;;;121;
134;1000000003367;7;7;1589337;216989505;96;2;49;;;411;
135;1000000003368;8;8;1725128;235537060;159;1;62;;;446;
135;1000000003369;9;9;564874;77126690;20;2;20;;;146;
136;1000000003370;1;1;1892430;258397380;35;1;19;;;489;
136;1000000003371;2;2;1393560;190287000;358;2;64;;;360;
137;1000000003372;3;3;937024;127952660;118;1;21;;;242;
137;1000000003373;4;4;852060;116354700;155;2;44;;;220;
138;1000000003374;5;5;476502;65071920;9;1;7;;;123;
138;1000000003375;6;6;1391125;189981005;166;2;57;;;359;
139;1000000003376;7;7;1166676;159334350;158;1;54;;;301;
139;1000000003377;8;8;1721388;235100220;182;2;44;;;444;
140;1000000003378;9;9;1861440;254236800;184;1;24;;;480;
140;1000000003379;1;1;1183095;161593575;162;2;12;;;305;
141;1000000003380;2;2;485000;66246250;31;1;11;;;125;
141;1000000003381;3;3;1164300;159037500;120;2;57;;;300;
142;1000000003382;4;4;1451868;198324720;228;1;26;;;374;
142;1000000003383;5;5;780483;106617435;163;2;24;;;201;
143;1000000003384;6;6;1324444;180931190;220;1;51;;;341;
143;1000000003385;7;7;870240;118886880;170;2;20;;;224;
144;1000000003386;8;8;1414504;193247600;59;1;65;;;364;
144;1000000003387;9;9;890123;121611595;193;2;2;;;229;
145;1000000003388;1;1;1213056;165737520;106;1;3;;;312;
145;1000000003389;2;2;1415596;193416860;303;2;25;;;364;
146;1000000003390;3;3;665190;90889920;108;1;15;;;171;
146;1000000003391;4;4;1346286;183959550;153;2;31;;;346;
147;1000000003392;5;5;1078084;147316910;226;1;11;;;277;
147;1000000003393;6;6;1121184;153211680;185;2;43;;;288;
148;1000000003394;7;7;891726;121860060;222;1;27;;;229;
148;1000000003395;8;8;810160;110717360;85;2;2;;;208;
149;1000000003396;9;9;1410352;192746900;87;1;32;;;362;
149;1000000003397;1;1;1457478;199194270;320;2;11;;;374;
150;1000000003398;2;2;935520;127862400;131;1;4;;;240;
150;1000000003399;3;3;1493317;204106445;138;2;38;;;383;
1;1000000003400;4;4;1224600;167383980;246;1;34;;;314;
1;1000000003401;5;5;1677430;229286750;369;2;64;;;430;
2;1000000003402;6;6;464338;63472220;81;1;9;;;119;
2;1000000003403;7;7;1553394;212346930;352;2;19;;;398;
3;1000000003404;8;8;972096;132888810;16;1;49;;;249;
3;1000000003405;9;9;1679150;229553350;225;2;73;;;430;
4;1000000003406;1;1;417942;57138000;55;1;2;;;107;
4;1000000003407;2;2;961122;131402130;21;2;36;;;246;
5;1000000003408;3;3;1821128;248988460;198;1;4;;;466;
5;1000000003409;4;4;1860684;254405340;361;2;28;;;476;
6;1000000003410;5;5;860200;117616400;2;1;13;;;220;
6;1000000003411;6;6;946462;129415550;13;2;16;;;242;
7;1000000003412;7;7;1881672;257301330;74;1;28;;;481;
7;1000000003413;8;8;888251;121464295;35;2;15;;;227;
8;1000000003414;9;9;884564;120964240;206;1;15;;;226;
8;1000000003415;1;1;1812645;247887885;105;2;32;;;463;
9;1000000003416;2;2;1002496;137100800;72;1;51;;;256;
9;1000000003417;3;3;1198602;163925730;68;2;9;;;306;
10;1000000003418;4;4;1571118;214879860;395;1;28;;;401;
10;1000000003419;5;5;1642061;224590285;160;2;29;;;419;
11;1000000003420;6;6;646800;88468050;13;1;19;;;165;
11;1000000003421;7;7;870462;119064150;164;2;6;;;222;
12;1000000003422;8;8;603988;82617920;49;1;10;;;154;
12;1000000003423;9;9;404069;55273405;84;2;2;;;103;
13;1000000003424;1;1;1553904;212568840;262;1;39;;;396;
13;1000000003425;2;2;1479725;202428265;119;2;7;;;377;
14;1000000003426;3;3;1566474;214302900;13;1;59;;;399;
14;1000000003427;4;4;1072071;146670615;177;2;16;;;273;
15;1000000003428;5;5;840592;115005740;167;1;40;;;214;
15;1000000003429;6;6;1744476;238678860;309;2;57;;;444;
16;1000000003430;7;7;648450;88723800;123;1;19;;;165;
16;1000000003431;8;8;1132128;154908000;148;2;5;;;288;
17;1000000003432;9;9;695964;95231310;50;1;31;;;177;
17;1000000003433;1;1;1172034;160379130;4;2;11;;;298;
18;1000000003434;2;2;1003170;137276700;37;1;45;;;255;
18;1000000003435;3;3;605990;82928230;138;2;18;;;154;
19;1000000003436;4;4;1672800;228926250;366;1;21;;;425;
19;1000000003437;5;5;586613;80281945;1;2;7;;;149;
20;1000000003438;6;6;1437370;196720400;322;1;29;;;365;
20;1000000003439;7;7;732654;100275390;27;2;13;;;186;
21;1000000003440;8;8;1363240;186587420;10;1;55;;;346;
21;1000000003441;9;9;1667043;228176775;91;2;80;;;423;
22;1000000003442;1;1;1931580;264394200;254;1;93;;;490;
22;1000000003443;2;2;1182900;161920500;198;2;42;;;300;
23;1000000003444;3;3;1131928;154948430;203;1;17;;;287;
23;1000000003445;4;4;1092765;149592465;139;2;30;;;277;
24;1000000003446;5;5;682658;93454600;69;1;34;;;173;
24;1000000003447;6;6;536792;73488280;127;2;27;;;136;
25;1000000003448;7;7;864612;118371690;3;1;4;;;219;
25;1000000003449;8;8;1038587;142194895;228;2;52;;;263;
26;1000000003450;9;9;1121800;153592880;69;1;19;;;284;
26;1000000003451;1;1;778347;106572075;133;2;25;;;197;
27;1000000003452;2;2;798304;109308260;154;1;40;;;202;
27;1000000003453;3;3;1573294;215431430;68;2;63;;;398;
28;1000000003454;4;4;1838610;251769600;220;1;37;;;465;
28;1000000003455;5;5;1494990;204722910;322;2;34;;;378;
29;1000000003456;6;6;1202624;164692000;98;1;51;;;304;
29;1000000003457;7;7;1487832;203756280;230;2;48;;;376;
30;1000000003458;8;8;664944;91066080;36;1;26;;;168;
30;1000000003459;9;9;1900320;260263200;477;2;19;;;480;
31;1000000003460;1;1;736560;100880820;139;1;11;;;186;
31;1000000003461;2;2;835771;114472775;41;2;14;;;211;
32;1000000003462;3;3;994462;136212680;134;1;37;;;251;
32;1000000003463;4;4;535005;73282725;130;2;13;;;135;
33;1000000003464;5;5;824512;112941920;176;1;8;;;208;
33;1000000003465;6;6;475800;65177400;93;2;6;;;120;
34;1000000003466;7;7;1832292;251004600;138;1;32;;;462;
34;1000000003467;8;8;1646305;225533825;369;2;70;;;415;
35;1000000003468;9;9;1622912;222336490;235;1;8;;;409;
35;1000000003469;1;1;1940841;265901085;111;2;4;;;489;
36;1000000003470;2;2;444640;60919040;58;1;4;;;112;
36;1000000003471;3;3;857736;117520200;104;2;21;;;216;
37;1000000003472;4;4;691128;94696020;126;1;26;;;174;
37;1000000003473;5;5;949547;130108015;180;2;40;;;239;
38;1000000003474;6;6;1855858;254300180;311;1;60;;;467;
38;1000000003475;7;7;743325;101857965;25;2;33;;;187;
39;1000000003476;8;8;1228584;168358650;62;1;24;;;309;
39;1000000003477;9;9;1980546;271412490;69;2;94;;;498;
40;1000000003478;1;1;457470;62693400;57;1;21;;;115;
40;1000000003479;2;2;879359;120514615;35;2;33;;;221;
41;1000000003480;3;3;1345240;184368860;215;1;13;;;338;
41;1000000003481;4;4;871839;119491875;12;2;21;;;219;
42;1000000003482;5;5;1337952;183382080;103;1;3;;;336;
42;1000000003483;6;6;1246679;170877655;146;2;18;;;313;
43;1000000003484;7;7;462144;63346440;86;1;17;;;116;
43;1000000003485;8;8;1394750;191185750;47;2;49;;;350;
44;1000000003486;9;9;980556;134414400;210;1;31;;;246;
44;1000000003487;1;1;773478;106031670;136;2;9;;;194;
45;1000000003488;2;2;869384;119182780;185;1;21;;;218;
45;1000000003489;3;3;893536;122497760;105;2;2;;;224;
46;1000000003490;4;4;1280790;175593420;272;1;32;;;321;
46;1000000003491;5;5;794209;108887825;174;2;31;;;199;
47;1000000003492;6;6;866264;118770610;6;1;34;;;217;
